ChangesetId,CodeChurn
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68544,463
68545,2
68545,2
68547,7
68553,2
68553,2
68580,131
68580,131
68580,131
68580,131
68591,1313
68591,1313
68592,779
68592,779
68594,40798
68602,2
68602,2
68606,2
68606,2
68616,60
68620,31
68620,31
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68649,83
68655,88
68657,27
68661,444
68664,2
68665,459
68671,444
68676,611
68676,611
68700,48
68700,48
68702,771
68702,771
68702,771
68702,771
68705,21
68705,21
68705,21
68714,1143
68721,224
68721,224
68721,224
68721,224
68745,244
68745,244
68746,3
68746,3
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68749,562
68770,2
68771,4
68779,2
68779,2
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68787,3
68792,977
68792,977
68792,977
68794,1925
68794,1925
68796,1
68796,1
68796,1
68823,245
68830,13
68830,13
68830,13
68830,13
68830,13
68830,13
68830,13
68831,1
68838,26
68838,26
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68841,2
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68843,11
68845,3
68845,3
68846,4
68852,1
68852,1
68873,764
68873,764
68890,105
68890,105
68890,105
68903,19
68903,19
68918,7180
68918,7180
68918,7180
68918,7180
68918,7180
68918,7180
68922,72
68954,207
68954,207
68954,207
68980,687
68980,687
68980,687
69007,571
69007,571
69007,571
69019,175
69019,175
69034,1740
69034,1740
69036,1
69040,1499
69040,1499
69040,1499
69043,383
69043,383
69050,492
69050,492
69055,3332
69060,3332
69065,5
69065,5
69069,3
69077,42
69081,73
69081,73
69082,1629
69082,1629
69085,1633
69085,1633
69088,1
69088,1
69089,1
69089,1
69090,574
69090,574
69091,129
69091,129
69105,2
69105,2
69118,197
69119,269
69120,610
69140,963
69140,963
69150,2
69150,2
69159,295
69159,295
69162,578
69162,578
69172,96
69174,1
69174,1
69212,1
69212,1
69214,118
69214,118
69215,1
69215,1
69228,2
69228,2
69233,152
69233,152
69253,85
69253,85
69263,9
69294,31
69294,31
69296,614
69296,614
69301,126
69301,126
69310,33
69310,33
69313,3
69316,84
69316,84
69316,84
69317,83
69317,83
69341,10
69341,10
69346,2
69346,2
69363,63
69363,63
69387,6172
69391,20
69393,47
69394,949
69394,949
69394,949
69394,949
69394,949
69394,949
69394,949
69398,173
69405,5
69405,5
69407,225
69407,225
69409,80
69428,102
69428,102
69430,1
69430,1
69461,1
69461,1
69464,36
69464,36
69464,36
69466,320
69466,320
69467,1
69469,6
69473,8
69473,8
69490,198
69490,198
69509,25
69526,2
69526,2
69540,60
69540,60
69541,410
69541,410
69541,410
69544,80
69544,80
69544,80
69547,2
69547,2
69547,2
69554,2
69554,2
69557,12
69557,12
69559,128
69559,128
69577,1
69577,1
69579,1
69579,1
69583,1421
69583,1421
69583,1421
69594,61
69594,61
69594,61
69596,3
69596,3
69598,34
69598,34
69600,188
69602,1426
69602,1426
69602,1426
69609,1019
69609,1019
69628,27424
69630,306
69637,716
69639,1769
69643,233
69646,445
69654,1
69654,1
69655,9
69658,76
69658,76
69658,76
69669,79
69669,79
69671,2
69671,2
69671,2
69684,14
69684,14
69685,92
69685,92
69690,19
69710,6001
69710,6001
69711,413
69715,532
69715,532
69716,199
69717,69
69717,69
69719,59
69719,59
69728,327
69728,327
69754,305
69754,305
69761,2
69761,2
69765,885
69768,359
69771,738
69771,738
69773,200
69773,200
69773,200
69773,200
69773,200
69778,71
69778,71
69783,9
69783,9
69783,9
69784,89
69784,89
69784,89
69802,1509
69802,1509
69803,596
69803,596
69806,248
69822,497
69822,497
69822,497
69826,7
69826,7
69826,7
69831,232
69831,232
69833,141
69833,141
69836,2600
69836,2600
69837,256
69837,256
69838,68
69838,68
69845,536
69845,536
69845,536
69853,1
69853,1
69856,1
69856,1
69856,1
69865,11
69865,11
69872,3
69872,3
69873,147
69878,0
69878,0
69879,0
69880,0
69886,17
69886,17
69893,0
69893,0
69894,342
69894,342
69894,342
69895,0
69896,81
69896,81
69896,81
69898,0
69898,0
69899,1
69899,1
69901,170
69901,170
69901,170
69903,61
69903,61
69907,0
69909,86
69909,86
69924,460
69924,460
69931,0
69931,0
69938,0
69941,79
69942,0
69942,0
69943,0
69944,1633
69945,0
69946,4493
69947,1
69947,1
69947,1
69948,0
69948,0
69949,0
69950,0
69951,0
69951,0
69952,0
69952,0
69953,46
69953,46
69954,0
69954,0
69955,8
69957,0
69957,0
69958,0
69959,0
69959,0
69960,3
69961,1
69961,1
69962,0
69962,0
69963,0
69963,0
69964,0
69965,0
69966,0
69967,0
69968,143
69968,143
69987,0
69987,0
69989,0
69989,0
69989,0
69990,0
69994,0
69994,0
69994,0
69997,0
69997,0
69998,0
70000,366
70000,366
70002,12
70002,12
70003,0
70003,0
70004,0
70004,0
70008,0
70008,0
70010,0
70010,0
70010,0
70013,0
70013,0
70014,0
70014,0
70014,0
70015,0
70015,0
70015,0
70017,0
70017,0
70031,0
70031,0
70035,162
70035,162
70036,0
70036,0
70048,590
70049,1
70050,0
70051,1
70052,2750
70053,0
70054,0
70055,0
70064,207
70064,207
70064,207
70065,4
70068,4
70068,4
70077,1127
70077,1127
70077,1127
70081,4
70089,341
70089,341
70113,1
70113,1
70116,0
70116,0
70116,0
70117,47
70117,47
70119,134
70119,134
70126,2324
70126,2324
70127,0
70127,0
70135,1832
70135,1832
70136,670
70136,670
70137,0
70138,0
70139,784
70140,0
70141,0
70142,0
70143,0
70143,0
70144,0
70145,0
70146,0
70146,0
70147,0
70151,5
70151,5
70152,572
70152,572
70153,0
70153,0
70155,6
70156,4
70157,0
70157,0
70159,0
70162,0
70162,0
70162,0
70163,0
70170,0
70170,0
70171,0
70171,0
70171,0
70172,0
70172,0
70174,0
70175,0
70175,0
70176,0
70176,0
70178,0
70178,0
70179,0
70179,0
70179,0
70181,0
70181,0
70185,183
70185,183
70189,0
70226,861
70227,53
70230,111
70233,0
70233,0
70234,1025
70235,1
70235,1
70235,1
70235,1
70235,1
70235,1
70236,0
70237,0
70238,0
70238,0
70239,0
70239,0
70241,0
70243,30
70243,30
70244,4
70245,0
70248,5
70248,5
70251,36
70251,36
70251,36
70252,0
70252,0
70254,0
70255,0
70257,0
70257,0
70259,0
70265,0
70265,0
70283,0
70284,0
70284,0
70289,1
70289,1
70293,113
70293,113
70297,673
70297,673
70301,0
70301,0
70312,0
70313,0
70314,707
70315,212
70315,212
70316,107
70317,0
70317,0
70318,0
70318,0
70319,0
70320,0
70321,0
70321,0
70321,0
70322,0
70323,0
70324,0
70325,0
70325,0
70326,0
70326,0
70327,0
70330,0
70330,0
70331,0
70334,0
70334,0
70337,0
70337,0
70338,0
70341,1
70341,1
70350,810
70350,810
70351,0
70351,0
70353,517
70353,517
70354,0
70356,255
70357,1
70357,1
70359,1
70359,1
70359,1
70364,0
70364,0
70367,0
70367,0
70373,0
70376,0
70379,0
70379,0
70380,5493
70381,5493
70385,0
70385,0
70385,0
70387,0
70387,0
70388,0
70388,0
70397,0
70397,0
70400,0
70400,0
70425,139
70428,95
70428,95
70429,64
70433,1
70433,1
70434,158
70435,184
70438,845
70439,766
70440,642
70444,39
70444,39
70450,348
70451,647
70453,274
70453,274
70459,112
70459,112
70459,112
70459,112
70472,1
70472,1
70474,1
70474,1
70488,70
70489,369
70489,369
70494,1
70508,788
70508,788
70518,211
70518,211
70518,211
70525,1265
70525,1265
70537,90
70537,90
70542,2559
70542,2559
70542,2559
70542,2559
70543,1248
70566,1
70569,59
70569,59
70574,59
70574,59
70584,1
70584,1
70591,58
70591,58
70591,58
70591,58
70601,178
70601,178
70616,105
70616,105
70618,990
70618,990
70622,811
70622,811
70637,49
70640,329
70640,329
70643,6
70664,282
70664,282
70673,50
70673,50
70679,149
70679,149
70679,149
70679,149
70681,42
70681,42
70692,430
70692,430
70692,430
70692,430
70697,1
70697,1
70700,22984
70700,22984
70706,104
70707,29
70707,29
70708,846
70708,846
70748,1
70749,1
70750,104
70750,104
70755,379
70757,338
70757,338
70757,338
70757,338
70759,211
70759,211
70760,353
70760,353
70764,1
70765,219
70774,39
70774,39
70812,1
70812,1
70823,1
70823,1
70838,191
70838,191
70840,207
70843,103
70854,224
70854,224
70856,113
70868,1259
70868,1259
70869,1
70869,1
70872,87
70872,87
70872,87
70890,28
70890,28
70892,144
70892,144
70902,2652
70902,2652
70935,18
70937,1
70937,1
70939,1
70940,80
70940,80
70942,1214
70943,31
70943,31
70945,765
70946,70
70951,2
70951,2
70951,2
70959,256
70959,256
70964,370
70964,370
70969,2
70969,2
70998,2
70998,2
71024,565
71024,565
71034,627
71034,627
71045,107
71051,836
71053,80
71055,799
71062,130
71062,130
71075,184
71075,184
71082,2
71082,2
71083,2
71083,2
71090,2
71090,2
71096,322
71096,322
71097,8
71097,8
71103,14
71103,14
71103,14
71105,595696
71122,1
71122,1
71147,239
71147,239
71174,1
71174,1
71178,99
71185,693
71193,510
71193,510
71196,1
71205,2
71205,2
71209,2126
71209,2126
71209,2126
71222,1004
71234,194
71234,194
71235,25
71235,25
71245,348
71260,1
71293,214
71293,214
71314,84
71315,25
71323,173
71330,1
71336,63
71336,63
71342,170
71342,170
71342,170
71352,11
71352,11
71357,62
71357,62
71399,1107
71399,1107
71406,158
71406,158
71408,3256
71408,3256
71414,12
71415,417
71422,14
71426,204
71427,216
71428,40
71428,40
71428,40
71431,886
71431,886
71431,886
71433,493
71444,67
71453,426
71453,426
71475,77
71475,77
71504,21
71512,188
71512,188
71514,104
71515,331
71528,92
71528,92
71534,6
71534,6
71534,6
71534,6
71560,3
71560,3
71582,93
71582,93
71588,239
71588,239
71600,2928
71610,127
71610,127
71625,8
71629,241
71630,887
71630,887
71633,95
71635,1
71637,178
71637,178
71640,2
71640,2
71640,2
71643,1
71643,1
71647,1
71647,1
71650,1
71650,1
71676,72
71676,72
71676,72
71682,5
71682,5
71697,3
71705,1
71705,1
71743,184
71743,184
71756,8393
71756,8393
71769,283
71773,96
71790,1
71790,1
71800,12
71800,12
71803,39
71803,39
71813,3
71813,3
71813,3
71813,3
71832,278
71832,278
71855,2
71855,2
71870,229
71870,229
71877,1
71877,1
71886,1
71889,545
71889,545
71909,3
71910,2594
71910,2594
71913,152
71914,302
71921,192
71923,327
71935,28
71935,28
71936,898
71936,898
71947,1
71947,1
71948,1
71948,1
71954,1
71954,1
71960,2
71960,2
71960,2
71963,944
71963,944
71969,27
71969,27
71969,27
71973,2
71973,2
71982,54
71982,54
71985,1
71985,1
72006,41
72010,267
72022,380
72022,380
72022,380
72038,568
72038,568
72038,568
72038,568
72073,1
72073,1
72073,1
72073,1
72073,1
72087,2818
72087,2818
72087,2818
72087,2818
72093,95
72097,8733
72097,8733
72098,37
72098,37
72124,3
72124,3
72125,248
72125,248
72142,155
72142,155
72145,377
72145,377
72169,770
72169,770
72175,253
72175,253
72178,1
72178,1
72183,1
72183,1
72188,1
72188,1
72207,380
72207,380
72237,380
72237,380
72237,380
72244,283
72244,283
72263,938
72263,938
72300,317
72313,4
72313,4
72313,4
72313,4
72316,72
72316,72
72318,643
72318,643
72322,802
72322,802
72322,802
72342,42
72342,42
72342,42
72348,11
72373,19
72373,19
72375,489
72375,489
72375,489
72382,1
72382,1
72382,1
72382,1
72398,22
72398,22
72400,14
72400,14
72400,14
72408,1
72408,1
72420,613
72420,613
72431,100
72438,207
72438,207
72450,1
72450,1
72461,43
72461,43
72461,43
72461,43
72470,21
72474,4
72474,4
72474,4
72474,4
72478,20
72479,505
72479,505
72479,505
72483,193
72483,193
72491,1
72491,1
72492,744
72492,744
72517,73
72525,232
72531,160
72533,338
72533,338
72533,338
72536,136
72536,136
72536,136
72537,1
72537,1
72546,3
72546,3
72546,3
72546,3
72551,1064
72551,1064
72551,1064
72560,81
72560,81
72560,81
72564,2697
72581,2
72581,2
72588,23
72588,23
72592,314
72592,314
72599,3592
72599,3592
72645,1
72645,1
72646,2
72646,2
72655,547
72655,547
72655,547
72686,110
72689,6
72689,6
72694,198
72705,30
72705,30
72705,30
72707,552
72707,552
72707,552
72707,552
72707,552
72707,552
72715,237
72715,237
72715,237
72715,237
72715,237
72721,379
72721,379
72721,379
72728,1
72728,1
72748,48
72748,48
72750,343
72753,484
72754,990
72767,1
72769,212
72769,212
72769,212
72800,1
72808,7
72808,7
72808,7
72824,705
72825,1
72825,1
72830,9
72830,9
72835,480
72835,480
72835,480
72836,2
72836,2
72836,2
72837,65
72837,65
72859,67
72859,67
72871,657
72872,2586
72876,241
72882,10
72882,10
72882,10
72882,10
72884,9
72884,9
72897,4
72897,4
72897,4
72901,15
72901,15
72903,6
72904,137
72904,137
72921,3
72921,3
72927,23
72927,23
72927,23
72953,1
72953,1
72965,4
73002,9
73006,37
73014,333
73014,333
73014,333
73017,2
73023,304
73025,138155
73039,1
73041,138369
73056,424
73056,424
73061,327
73061,327
73061,327
73065,320
73070,158
73070,158
73070,158
73079,36
73092,605
73092,605
73092,605
73092,605
73092,605
73096,285
73102,522
73102,522
73111,1
73111,1
73111,1
73118,59
73119,1
73142,18
73142,18
73142,18
73163,1
73163,1
73191,426
73191,426
73191,426
73199,1
73199,1
73204,2
73204,2
73204,2
73209,143
73209,143
73215,27
73216,66
73219,23
73219,23
73220,276
73221,1
73223,188
73226,3767
73277,84
73277,84
73279,73
73279,73
73298,97
73300,623
73302,5
73308,391
73317,566
73317,566
73318,1
73318,1
73320,1
73320,1
73336,1
73336,1
73353,486
73353,486
73353,486
73380,4
73380,4
73398,11540
73398,11540
73407,83
73408,12
73409,33
73410,69
73410,69
73411,249
73412,51
73416,125
73429,431
73429,431
73429,431
73442,5
73442,5
73443,5
73443,5
73446,265
73446,265
73467,1
73468,973
73468,973
73471,39
73471,39
73472,1043
73472,1043
73478,229
73478,229
73480,4
73484,104
73484,104
73485,603
73486,926
73487,724
73497,9
73521,1243
73541,1864
73543,1864
73567,969
73567,969
73574,257
73575,375
73578,12
73581,2
73581,2
73595,990
73595,990
73602,1
73602,1
73602,1
73609,1
73609,1
73609,1
73622,387
73622,387
73625,255
73625,255
73641,588
73641,588
73641,588
73646,16
73646,16
73648,835
73648,835
73650,1
73650,1
73669,4
73670,98
73671,1
73672,397
73673,83
73675,2035
73676,1
73677,1
73679,314
73701,1
73701,1
73701,1
73701,1
73701,1
73707,124
73707,124
73708,52
73708,52
73709,1
73709,1
73710,1
73710,1
73712,53
73712,53
73731,265
73731,265
73731,265
73733,194
73736,165
73738,769
73738,769
73758,94
73758,94
73758,94
73758,94
73758,94
73762,1
73762,1
73764,1
73764,1
73769,242
73769,242
73769,242
73771,13
73771,13
73771,13
73781,1643
73781,1643
73809,3
73810,1
73812,315
73812,315
73813,161
73840,160
73851,1
73851,1
73865,100
73865,100
73865,100
73867,102
73867,102
73884,26
73884,26
73884,26
73902,1
73902,1
73915,86
73915,86
73918,2
73920,2000
73922,5
73929,733
73932,8181
73945,14
73945,14
73948,272
73948,272
73973,301
73973,301
73973,301
73982,203
73982,203
73993,144
73993,144
73993,144
74022,2
74023,60
74024,1
74025,1
74026,1
74027,1
74028,1
74031,2532
74033,948
74036,2957
74036,2957
74036,2957
74068,204
74068,204
74068,204
74069,2317
74069,2317
74069,2317
74069,2317
74089,26
74090,1
74091,4
74092,167
74093,10
74095,208
74100,1473
74107,30
74107,30
74107,30
74149,3
74150,1
74151,66
74152,1
74153,1
74180,2
74180,2
74196,1
74196,1
74199,1
74199,1
74200,1876
74200,1876
74204,1
74204,1
74215,263
74215,263
74215,263
74216,1271
74216,1271
74217,57992
74217,57992
74219,79
74219,79
74230,2
74230,2
74234,359
74234,359
74236,2
74240,1
74241,4
74242,129
74245,305
74246,7989
74270,1325
74270,1325
74270,1325
74286,368
74286,368
74286,368
74310,2
74310,2
74314,624
74314,624
74314,624
74316,40734
74316,40734
74337,3
74337,3
74340,40
74342,4
74347,223
74348,15
74348,15
74349,795
74350,1
74350,1
74352,2
74359,14
74362,22
74393,1
74393,1
74394,1
74394,1
74410,1822
74410,1822
74410,1822
74410,1822
74412,190
74412,190
74425,149
74425,149
74428,2
74429,11
74429,11
74432,5
74432,5
74433,1
74433,1
74434,5
74436,15
74436,15
74437,2
74437,2
74438,3
74439,1
74439,1
74462,78
74469,319
74469,319
74496,12105
74510,3
74518,8
74557,1139
74557,1139
74573,175
74574,179
74575,93
74576,158
74577,4
74579,7
74580,369
74584,404
74594,1
74594,1
74594,1
74594,1
74601,4
74605,2
74618,419
74618,419
74622,3
74625,2
74631,2
74635,1371
74635,1371
74635,1371
74640,205
74640,205
74645,2
74648,111
74652,1
74654,395
74658,146
74676,2
74692,2
74700,2
74701,1
74701,1
74710,322
74716,257
74716,257
74720,184
74720,184
74729,150
74733,2
74735,1
74736,13
74738,1
74739,1
74751,2
74751,2
74777,177
74804,1
74805,2
74807,157
74809,137
74824,4
74834,4
74853,2
74867,1900
74867,1900
74875,657
74875,657
74877,49
74877,49
74883,1
74883,1
74884,2
74886,79
74888,3
74889,3
74892,1
74893,553
74896,1
74899,3
74900,127
74900,127
74901,2843
74901,2843
74904,3671
74904,3671
74905,93
74905,93
74913,2
74943,31
74956,391
74956,391
74963,153
74963,153
74965,578
74965,578
74982,2
74983,1
74984,678
74985,7
74986,3
74987,53
74990,1
74990,1
75040,1059
