Team,CO,Component,SubComponent,Folder,File
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\FindUnusedAPI,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\FindUnusedAPI\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseDotFile,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseDotFile\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseDotFileTest,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseDotFileTest\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseSrcFile,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseSrcFile\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseXmlFile,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseXmlFile\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseXmlFileTest,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\ParseXmlFileTest\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\UnitTestParseDotFile,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MaxwellNonPublishedAPIFinder\UnitTestParseDotFile\Properties,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\UnPublishedAPI\MySQLDBScript,
T-Primer,ZHANG Peng,CodeAnalysisPlatform,,Analytics\SystemSource\WorkflowTypeObject,
ApplicationsIE,,AppCore,,AppCore,
ApplicationsIE,,HFE_AppCore,ADN,AppCore\ADN,
ApplicationsIE,,HFE_AppCore,APS,AppCore\APS,
ApplicationsIE,,HFE_AppCore,APS,AppCore\APS\Computation,
ApplicationsIE,,HFE_AppCore,AUL,AppCore\AUL,
ApplicationsIE,,HFE_AppCore,AUL,AppCore\AUL\BER,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\Docs,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\MDOI_Sigma,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\MDOI_Sigma\NLOpt,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\SNGD,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\SNGD\Code,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\SNGD\Docs,
ApplicationsIE,,SRFE_AppCore,Ecoscope,AppCore\EcoScope\SNGD\UnitTest,
ApplicationsIE,,HFE_AppCore,ECS,AppCore\ECS,
ApplicationsIE,,HFE_AppCore,ECS,AppCore\ECS\UnitTest,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\Docs,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\include,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\include\algorithm,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\include\utils,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\include\workflow,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\src,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\src\algorithm,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\src\utils,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing\MandrelProcessing\EmitB_C\src\workflow,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest\MandrelProcessing,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest\MandrelProcessing\EmitB_C,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest\MandrelProcessing\EmitB_C\src,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest\MandrelProcessing\EmitB_C\src\algorithm,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_MicroTest\MandrelProcessing\EmitB_C\src\workflow,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing\EmitB_C,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing\EmitB_C\src,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing\EmitB_C\src\algorithm,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing\EmitB_C\src\utils,
ApplicationsIE,,SRFE_AppCore,EmitLib,AppCore\EmitLib\EmitProcessing_UnitTest\MandrelProcessing\EmitB_C\src\workflow,
ApplicationsIE,,HFE_AppCore,HNGS,AppCore\HNGS,
ApplicationsIE,,HFE_AppCore,HzDecisionXpress,AppCore\HzDecisionXpress,
ApplicationsIE,,HFE_AppCore,HzDecisionXpress,AppCore\HzDecisionXpress\Common,
ApplicationsIE,,HFE_AppCore,Include,AppCore\Include,
ApplicationsIE,,AppCore,,AppCore\Interpolation,
ApplicationsIE,,SRFE_AppCore,Interpolation_Spline2d,AppCore\Interpolation\Spline2D,
ApplicationsIE,,SRFE_AppCore,Interpolation_Spline2d,AppCore\Interpolation\Spline2D\Source,
ApplicationsIE,,SRFE_AppCore,Interpolation_Spline3d,AppCore\Interpolation\Spline3D,
ApplicationsIE,,SRFE_AppCore,Interpolation_Spline3d,AppCore\Interpolation\Spline3D\Source,
ApplicationsIE,,HFE_AppCore,LDS,AppCore\LDS,
ApplicationsIE,,HFE_AppCore,LDS,AppCore\LDS\Common,
ApplicationsIE,,HFE_AppCore,LDS,AppCore\LDS\HLDSD,
ApplicationsIE,,HFE_AppCore,LDS,AppCore\LDS\LDSB,
ApplicationsIE,,AppCore,,AppCore\LWD,
ApplicationsIE,,AppCore,,AppCore\MicroScope,
ApplicationsIE,,HFE_AppCore,NEXT,AppCore\NEXT,
ApplicationsIE,,HFE_AppCore,NEXT,AppCore\NEXT\TelCompress,
ApplicationsIE,,AppCore,,AppCore\PEX,
ApplicationsIE,,SRFE_AppCore,PEX_HGNS,AppCore\PEX\HGNS,
ApplicationsIE,,HFE_AppCore,Physics,AppCore\Physics,
ApplicationsIE,,AppCore,,AppCore\PL,
ApplicationsIE,,SRFE_AppCore,fsi_ip_processing,AppCore\PL\fsi_ip_processing,
ApplicationsIE,,SRFE_AppCore,SPRINT,AppCore\PL\SPRINT,
ApplicationsIE,,HFE_AppCore,RST,AppCore\RST,
ApplicationsIE,,HFE_AppCore,SLDT,AppCore\SLDT,
ApplicationsIE,,AppCore,,AppCore\Sonic,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Clapack,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Clapack\include,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Clapack\lib,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Clapack\lib\Win32,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Clapack\lib\Win32\debug,
ApplicationsIE,Jiaping Li,SKK_AppCore,cs_sonic,AppCore\Sonic\cs_sonic\Common\Obf,
Automation,,Automation,,AutoUATest,
Automation,,Automation,,AutoUATest\2ndParty,
Automation,,Automation,,AutoUATest\ART,
Automation,,Automation,,AutoUATest\ART\Bin,
Automation,,Automation,,AutoUATest\ART\Bin\RecomputeRobot,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TC,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TC\Bin,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TC\x64Bin,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TE,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TE\Bin,
Automation,,Automation,,AutoUATest\ART\Bin\TCPatch\TE\x64Bin,
Automation,,Automation,,AutoUATest\ART\Business_Function,
Automation,,Automation,,AutoUATest\ART\Business_Function\Extension,
Automation,,Automation,,AutoUATest\ART\Business_Function\Framework,
Automation,,Automation,,AutoUATest\ART\Case_Generation,
Automation,,Automation,,AutoUATest\ART\CodeCoverage,
Automation,,Automation,,AutoUATest\ART\CodeCoverage\CodeCoverageReport,
Automation,,Automation,,AutoUATest\ART\CodeCoverage\CodeCoverageServer,
Automation,,Automation,,AutoUATest\ART\CollectLogs,
Automation,,Automation,,AutoUATest\ART\Dashboard,
Automation,,Automation,,AutoUATest\ART\DataValidation,
Automation,,Automation,,AutoUATest\ART\DataValidation\NDC,
Automation,,Automation,,AutoUATest\ART\DataValidation\NDC_Debug,
Automation,,Automation,,AutoUATest\ART\DataValidation\NewDlisCompare,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\Data,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\Data\Export,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\Data\Import,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ExternalFiles,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\0,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\1,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\10,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\11,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\12,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\13,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\14,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\15,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\16,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\17,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\18,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\19,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\2,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\3,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\4,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\5,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\6,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\7,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\8,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\ProjectData\9,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\PythonScripts,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_Compare_Project\test\Various,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\2DWellTrajectory,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\3DP,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\BoreholeImageMap,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\BoreholeSectionPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\BoxPlotMonoWell,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\BoxPlotMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CombinerTemplate,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\ComposedDocuments,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CP,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CPMModel,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CPMParameters,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlotAATemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlots2DMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlots3D,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlots3DMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlotsAA,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlotsAAMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlotsAVA,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CrossPlotTemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\CumulativeDipPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Curtain section,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\DashboardTemplate,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\DashBoardTemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Data,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\DataSelection,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\DecisionTrees,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\DepthArrayPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\ExternalFiles,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\FieldMap,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\FieldPlot,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\GrainSizeAnalyses,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Groups,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Headers,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\HierarchicalGroupings,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Histogram2DMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\HistogramAL,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Histograms,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\HistogramTemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Images,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Kriging,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Layouts,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\LinePlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\LinePlotTemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Logpetro,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Low resistivity pay,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Maps,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixBoxPlot,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixBoxPlotByZone,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixCrossPlot,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixCrossPlotHisto,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixDashBoard,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixHisto,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MatrixPlotAcp,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MineralInversion,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Mineralo,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\MLPClassifier,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Networks,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Normalisation,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Palettes,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\patterns,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\patterns\rock,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PCA,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PickettPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PieCharts,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PieChartTemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PolarPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PolarPlotsMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\ProjectParameters,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\PythonScripts,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Quanti,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Regression,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Reports,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Settings,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Shale Distribution,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\SpectrumMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Spectrums,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Starplots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Statistics,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Symbols,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Temp,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Temp\Export,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Temp\Import,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\TemplateTracks,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\TernaryPlot,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Texts,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Thin bed analysis,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\2DWellTrajectory,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\3DP,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\BoreholeImageMap,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\BoreholeSectionPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\BoxPlotMonoWell,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\BoxPlotMultiWells,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CombinerTemplate,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\ComposedDocuments,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CP,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CPMModel,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CPMParameters,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CrossPlotAATemplates,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CrossPlots,
Automation,,Automation,,AutoUATest\ART\Dlis_Compare_By_Techlog\Techlog_DepthShift_CompareProject\Trash\CrossPlots2DMultiWells,
