Component,SubComponent,Team,Type,CO,Stable,Maturity,ProjectType,Segment,MarketingNames,DeploymentRestrictions,Parallelizable,Folder,TFSAreaPath,ToolCode,Maturity,Parallelizable,MarketingNames,Segment,ProjectType
,,,,,,,,,,,,,,DTPC-A,Commercial,TRUE,,,
,DTC,SKK,,Naoki Watauchi,,,,,,,,
EDTA,,SKK,ApplicationFamily,Naoki Watauchi,,,Sustaining,Wireline-ES,,,,
,,,,,,,,,,,,,Maxwell\Application\SKK\EDTA
,,,,,,,,,,,,,,EDTA-A,Commercial,TRUE,,,
EDTS,,SKK,ApplicationFamily,Naoki Watauchi,,,Sustaining,Wireline-ES,,,,
,,,,,,,,,,,,,Maxwell\Application\SKK\EDTC-B
,,,,,,,,,,,,,,EDTC-A,Commercial,TRUE,,,
,,,,,,,,,,,,,,EDTC-B,Commercial,TRUE,,,
,EDTC,SKK,,Naoki Watauchi,,,,,,,,
FFP,,Workflow,ApplicationFamily,Xu Dawei,,,,Wireline,,,,
CIOther,,Environment,,Yan Chenghua,,,,,,,,
,,,,,,,,,,,,,HzAutoTest\ConfigureTestParser
,,,,,,,,,,,,,HzFramework\Utilities\AutoTestLibrary
,,,,,,,,,,,,,hzautotest\laa_mstest
,,,,,,,,,,,,,hzframework\interopcreator
,,,,,,,,,,,,,hzframework\utilities\disablecmosdst
,,,,,,,,,,,,,hzframework\utilities\hzinstaller
,,,,,,,,,,,,,hzframework\utilities\hzpatchreporter
,,,,,,,,,,,,,hzframework\utilities\osddcatloader
,,,,,,,,,,,,,HzFramework\Utilities\ServiceLauncher
,,,,,,,,,,,,,HzFwkUtils\LongPathSupport\LongPathSupport
,,,,,,,,,,,,,hzfwkutils\patchutils
,,,,,,,,,,,,,hzfwkutils\thirdparty\google
,,,,,,,,,,,,,hzfwkutils\tools\codemetrics
,,,,,,,,,,,,,hzfwkutils\tools\timecount
,,,,,,,,,,,,,hzfwkutils\tools\unittestcppwizard
,,,,,,,,,,,,,hzfwkutils\xsltheaderremover
,,,,,,,,,,,,,hzhelp\hzhelpprovider
,,,,,,,,,,,,,hzproducts\interopcreator
,,,,,,,,,,,,,hztesttools\tools\hzparsingtoolkit
Printing,,Display,,Zhang Hui,false,,,,,,,
,,,,,,,,,,,,,HzProducts\Managers\Deliverables\Printing
,,,,,,,,,,,,,HzProducts\Managers\Deliverables\WCFFramework
,,,,,,,,,,,,,HzProducts\GenericComponents\Print
,,,,,,,,,,,,,HzProducts\GenericComponents\PDFSupport
,,,,,,,,,,,,,HzFwkUtils\PDFUtility
Depth Shift,,T-Primer,,ZHANG Peng,false,,,,,,,
,,,,,,,,,,,,,HzAutoTest\SimpleDepthShiftAutoTest
,,,,,,,,,,,,,HzFramework\Execution\TaskRunManagers\SimpleDepthShift
,,,,,,,,,,,,,HzProducts\Editors\AutoTest\EditorsAutoTest\DepthShift
,,,,,,,,,,,,,HzProducts\Editors\DepthShift
WL Test,,Workflow,,Xu Dawei,true,Obsolete,,,,,,
,,,,,,,,,,,,,hzAPI\baseimpl\gtest
,,,,,,,,,,,,,hzAPI\BaseImpl\AutoTest2
,,,,,,,,,,,,,hzframework\execution\samples
,,,,,,,,,,,,,hzframework\acquisition\autotest
,,,,,,,,,,,,,hzframework\execution
,,,,,,,,,,,,,hzAPI\BaseImpl\gtest
,,,,,,,,,,,,,HzFramework\Execution\ExeInterface
,,,,,,,,,,,,,HzFramework\Mock\Execution
Casper,,T-Primer,,ZHANG Peng,false,,,,,,,
,,,,,,,,,,,,,HzFramework\Common
,,,,,,,,,,,,,HzFramework\Utilities\HzCrashReporter
,,,,,,,,,,,,,HzFwkUtils\Casper
Local Computation,,T-Primer,,ZHANG Peng,true,,,,,,,
,,,,,,,,,,,,,HzFramework\Common\LocalComputationService
,,,,,,,,,,,,,HzFwkUtils\PythonWrapper
,,,,,,,,,,,,,HzProducts\Managers\LocalComputationManager
Database,,T-Primer,,LI Ziming,false,,,,,,,
,,,,,,,,,,,,,HzFramework\DataModel
,,,,,,,,,,,,,HzFramework\Utilities\DataStore
,,,,,,,,,,,,,HzFramework\Utilities\DBBuilder
,,,,,,,,,,,,,HzFramework\Utilities\DbStateCheck
,,,,,,,,,,,,,HzFramework\Utilities\EnsembleRegistrar
,,,,,,,,,,,,,HzFwkUtils\DataStore
,,,,,,,,,,,,,HzFwkUtils\Tools\DBAccess
,,,,,,,,,,,,,HzFwkUtils\Tools\DBAccess_MsTest
,,,,,,,,,,,,,ThirdParty\PrebuiltBinaries\HzDB
Recomputation,,T-Primer,,ZHANG Yanhua,false,,,,,,,
,,,,,,,,,,,,,HzFramework\Execution\TaskRunManagers
,,,,,,,,,,,,,HzFramework\Mock\Execution
,,,,,,,,,,,,,HzProducts\Editors\AutoTest\EditorsAutoTest\Recomputation
,,,,,,,,,,,,,HzProducts\Editors\Recomputation
,,,,,,,,,,,,,HzProducts\GenericComponents\ProductsCommon
,,,,,,,,,,,,,HzProducts\Include
Tools,,T-Primer,,ZHANG Yanhua,,,,,,,,
,Bulk Data Viewer,,,ZHANG Yanhua,true,,,,,,,
,Network Viewer,,,ZHANG Yanhua,true,,,,,,,
,MaxWell DB Explorer,,,LI Ziming,true,,,,,,,
,SQL Data Comparer,,,LI Ziming,true,Obsolete,,,,,,
,Recompute Robot,,,HUANG Xin,true,Obsolete,,,,,,
,MiniDump,,,ZHANG Peng,,,,,,,,
DigitalUtility,,Digital Deliverable,,ChenQuan LI,,,,,,,,
,WitsmlUploader,,,,true,Obsolete,,,,,,
,WitsmlViewer,,,,true,Obsolete,,,,,,
,WitsmlCompare,,,,true,Obsolete,,,,,,
,DLISToWellCADConvertor,,,,true,,,,,,,
,DlisEditor,,,,false,,,,,,,
,DLISCompare,,,,false,,,,,,,
,ConvertedChannelDictionary,,,,false,,,,,,,
,OspreyConnect,,,,true,,,,,,,
,OsddMapping,,,,true,Obsolete,,,,,,
,DLISBrowser,,,,true,,,,,,,
,DexTestTools,,,,true,Obsolete,,,,,,
,DCStartupAssistant,,,,true,Obsolete,,,,,,
Messaging,,Display,,Zhang Hui,false,,,,,,,
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessageLoggingTester
,,,,,,,,,,,,,HzFramework\Utilities\MessageMMFReader
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessageViewer
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessageViewerBase
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessagingTestApplication
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessagingTestApplication\LoggerTester\LoggerTester
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MessagingTestApplication\MessageLoggerTester
,,,,,,,,,,,,,HzProducts\GenericComponents\Messaging\MiniMessageViewer
,,,,,,,,,,,,,HzFwkUtils\Tools\MessageExplorer
RT Backup Restore,,T-Primer,,ZHANG Peng,false,,,,,,,
,,,,,,,,,,,,,HzFramework\Utilities\RTBackupRestore
,,,,,,,,,,,,,HzFwkUtils\Utilities
Telemetry Tools,,Workflow,,Liang Nan,,,,,,,,
,,,,,,,,,,,,,HzFwkUtils\BaseImplUtilities
,,,,,,,,,,,,,HzSysApps
,DTS,,,,,,,,,,,
,,,,,,,,,,,,,HzSysApps\Digital\DTS\Common
,,,,,,,,,,,,,HzSysApps\Digital\DTS\AutoTest
,EDTS,,,,,,,,,,,
,,,,,,,,,,,,,HzSysApps\Digital\EDTS\Common
,,,,,,,,,,,,,HzSysApps\Digital\EDTS\gtest
,,,,,,,,,,,,,HzSysApps\Digital\EDTS\AutoTest
,MTS,,,,,,,,,,,
,,,,,,,,,,,,,HzSysApps\Digital\MTS
,,,,,,,,,,,,,HzSysApps\Digital\MTS\gTest\HzMTS_GTest
,EDTS2G,,,,,,,,,,,
,,,,,,,,,,,,,HzSysApps\Digital\EDTS2G
GraphicalUtility,,Display,,CUI Xu Guang,false,,,,,,,
,,,,,,,,,,,,,HzFwkUtils\Tools\DiskMonitor
,,,,,,,,,,,,,HzFwkUtils\Tools\DiskMonitor\Properties
,,,,,,,,,,,,,HzFwkUtils\Utilities\Formatting
,,,,,,,,,,,,,HzFwkUtils\Utilities\Forms
,,,,,,,,,,,,,HzFwkUtils\Utilities\Properties
,,,,,,,,,,,,,HzFwkUtils\Utilities\SafeWrappers
,,,,,,,,,,,,,HzFwkUtils\Utilities\Threading
,,,,,,,,,,,,,HzFwkUtils\Utilities\Validation
,,,,,,,,,,,,,HzFwkUtils\Utilities\Win32
,,,,,,,,,,,,,HzFwkUtils\Utilities\Win32\SafeHandles
Workflow Utilities,,Workflow,,Xu Dawei,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzFwkUtils\DotNetZip
,,,,,,,,,,,,,HzFwkUtils\Tools\WirelinePowerEditor
,,,,,,,,,,,,,HzProducts\Viewers\CmdHandlerViewer
,,,,,,,,,,,,,HzTestTools\Tools\TelemetryMessageMonitor
ConsoleMgr,,Display,,Zhang Hui,false,,,,,,,
,,,,,,,,,,,,,HzProducts\GenericComponents\ConsoleMgr
,,,,,,,,,,,,,HzFwkUtils\Win32Native
Graphical Deliverables,,Display,,Zhang Hui,,,,,,,,
,Header,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\utilities\HeaderTypeProperty
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\CoverPage
,IntegrationSummary,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\IntegrationSummary
,BoreHoleSizeCasingRecord,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\BoreHoleSizeCasingRecord
,CalibrationReport,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\CalibrationRpt
,ComplexComponentViewer,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\ComplexComponentViewer
,CompositeSummary,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\CompositeSummary
,Disclaimer,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\Disclaimer
,ExternalImage,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\ExternalImage
,GroupLabel,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\GCGroupLabel
,TableOfContents,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\GCTableOfContents
,PrintHeader,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\GraphicalStandAlonePrintHeader
,SurveyRecord,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\SurveyRecord
,JobEventSummary,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\JobEventSummary
,RemarksEquipSummary,,,,true,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\RemarksEquipSummary
,BoreholeFluids,,,,false,Obsolete,,,,,,
,,,,,,,,,,,,,HzProducts\Viewers\Deliverables\BoreholeFluids
,Tail,,,,true,Obsolete,,,,,,
