"Project Name","Checkpoint Name","Created On","Lines","Statements","Percent Comment Lines","Percent Documentation Lines","Classes, Interfaces, Structs","Methods per Class","Calls per Method","Statements per Method","Line Number of Most Complex Method*","Name of Most Complex Method*","Maximum Complexity*","Line Number of Deepest Block","Maximum Block Depth","Average Block Depth","Average Complexity*","Statements at block level 0","Statements at block level 1","Statements at block level 2","Statements at block level 3","Statements at block level 4","Statements at block level 5","Statements at block level 6","Statements at block level 7","Statements at block level 8","Statements at block level 9","EnCodedFileName"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","19","MdtMrms_CustomUI_BottleControlTest.MdtMrms_CustomUI_BottleControl_InitializeComponent_Test()","1","35","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","83889fbb3f47202451a301c6c179bfa0fe568c7cccc1559f1722482420119397"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","19","MdtMrms_CustomUI_FireBottleTest.MdtMrms_CustomUI_FireBottle_InitializeComponent_Test()","1","35","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","96c937f6d02ab6725470fb509c92eaefce343edf2be641c0b84378f2381730bf"
"temp_horizon_csharp","source","12 Aug 2016","233","120","18.0","3.0","1","6.00","8.67","15.33","24","MdtMrms_CustomUI_GraphicsControlTest.GetFlashToolTipDynamically_Test()","1","40","3","2.38","1.00","17","9","5","89","0","0","0","0","0","0","f37cd8468760fb04037ccfd832dce29c076a10c7f3a4db49cf18576112a57bf1"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MdtMrms_CustomUI_SealValveControlTest.MdtMrms_CustomUI_SealValveControl_InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","34ea3649c48c011738ab004327409ceb902166bd08e65772f06a784cc7695e0e"
"temp_horizon_csharp","source","12 Aug 2016","88","32","25.0","8.0","1","4.00","1.00","2.00","24","MdtMrsc_CustomUI_GraphicsControlTest.MdtMrsc_CustomUI_GraphicsControl_InitializeComponent_Test()","1","40","3","1.00","1.00","17","5","3","7","0","0","0","0","0","0","a54166356d510cf505f7232bf35bc34fe3aaa5361d62122ee9f823953e31c32d"
"temp_horizon_csharp","source","12 Aug 2016","84","27","26.2","8.3","1","4.00","1.00","2.00","20","MdtMrsc_CustomUI_SealValveControlTest.MdtMrsc_CustomUI_SealValveControl_InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","9d5a7e6b9d4710f1ed6a69497ce19ae55d5491b5fa5a876011fad80cab0b071d"
"temp_horizon_csharp","source","12 Aug 2016","84","29","26.2","8.3","1","4.00","1.00","2.00","21","MRSCSimulationUITest.MRSCSimulationUI_InitializeComponent_Test()","1","37","3","1.10","1.00","14","5","3","7","0","0","0","0","0","0","00b91f04cc342bce407446f9a3566baae797057fbf166a3ce14b1ec1ca8a34ed"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MdtDevices_CQG_C_CustomUI_MetrologicalTest_Test.MdtDevices_CQG_C_CustomUI_MetrologicalTest__InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","b794da80a0fe6a3ea5f29c9d647855bff1120b2faf62df8f9d43d31850023450"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MdtDevices_CQG_G_CustomUI_HardwareTest_Test.MdtDevices_CQG_G_CustomUI_HardwareTest__InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","5927a088ddf83d27eb53b7e683e881763a4d64bad16bade68aba7affc6ce2702"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MdtDevices_SolenoidBoard_CustomUI_Control_Test.MdtDevices_SolenoidBoard_CustomUI_Control_InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","5564afec1c83bbf1286c6291b75723fe2943721a0ee02b9039e2c1a4b6cbb0ab"
"temp_horizon_csharp","source","12 Aug 2016","83","28","26.5","8.4","1","4.00","1.00","2.25","20","MdtDevices_TempGauge_CustomUI_Control_Test.MdtDevices_TempGauge_CustomUI_Control_InitializeComponent_Test()","1","36","3","1.25","1.00","12","5","3","8","0","0","0","0","0","0","9f3cd397a77636a7d043f6eb0ac7cb315b4847289d626dd773e49b0c139d144f"
"temp_horizon_csharp","source","12 Aug 2016","83","28","26.5","8.4","1","4.00","1.00","2.25","20","MdtDevices_StrainGauge_MasterCaliInput_Test.MdtDevices_StrainGauge_MasterCaliInput_InitializeComponent_Test()","1","36","3","1.25","1.00","12","5","3","8","0","0","0","0","0","0","63b9dd23d7ac33032a78298bbd58f55aaa15443d91ebd5050a8d91c46b430d26"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MdtDevices_StrainGauge_CustomUI_Check_Test.MdtDevices_StrainGauge_CustomUI_Check_InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","cf27742c74caf45d14bfb322d72070f6f36133469716243261aed1a624426793"
"temp_horizon_csharp","source","12 Aug 2016","82","27","26.8","8.5","1","4.00","1.00","2.00","20","MyMessageBox_Test.MyMessageBox_InitializeComponent_Test()","1","36","3","1.19","1.00","12","5","3","7","0","0","0","0","0","0","578e0aab613bedacc4eea215f00eced6c5c158ef48e7f93968343adc0b8e09d1"
"temp_horizon_csharp","source","12 Aug 2016","97","22","42.3","4.1","1","4.00","1.00","2.00","33","MdtHydraulic_CustomUI_GraphicsControl_Test.MdtHydraulic_CustomUI_GraphicsControl_InitializeComponent_Test()","1","49","3","1.45","1.00","7","5","3","7","0","0","0","0","0","0","c97f5601231be89a4d3555843d52171a4971183afd20c841b382c5bfdc60c1f7"
"temp_horizon_csharp","source","12 Aug 2016","204","103","10.8","0.0","1","12.00","4.25","5.92","51","MdtHydraulic_CustomUI_PumpControlTest.SetOilLevelMotorState(bool bOilLevelOk, string desiredMotorState, ref PrivateObject privateTestObj)","3","174","4","2.09","1.17","12","20","20","49","2","0","0","0","0","0","29f12ce8e8b28ac66306589f8861453eed356735b6f54ac267da0044a482c694"
"temp_horizon_csharp","source","12 Aug 2016","100","26","41.0","4.0","1","4.00","1.75","2.75","33","MRHYSimUI_Test.MRHYSimUI_InitializeComponent_Test()","1","49","3","1.46","1.00","8","5","6","7","0","0","0","0","0","0","09533c955105deff14ad681dd7103f1aa8ff122a7e57919b97b12e9874cab3bd"
"temp_horizon_csharp","source","12 Aug 2016","99","26","41.4","4.0","1","4.00","1.75","2.75","34","MRPOSimUI_Test.MRPOSimUI_InitializeComponent_Test()","1","50","3","1.46","1.00","8","5","6","7","0","0","0","0","0","0","ad7df8f956abcc9648a7009023fb14a7bab64e9c02d08ea866076891833ba84a"
"temp_horizon_csharp","source","12 Aug 2016","98","24","41.8","4.1","1","4.00","1.00","2.00","36","MdtMrpa_SimUI_Test.MdtMrpa_SimUI_InitializeComponent_Test()","1","52","3","1.33","1.00","9","5","3","7","0","0","0","0","0","0","27836a45fc7b31f0bd3b31af1c7251de5cc293b5a43fa73de9deb0787874a423"
"temp_horizon_csharp","source","12 Aug 2016","449","208","4.9","0.0","1","27.00","3.37","5.41","46","MdtMrpa_CustomUI_ControlTest.MRPOGraphicsControlTestPumpNoDirectionSet()","1","131","3","2.09","1.00","13","49","52","94","0","0","0","0","0","0","1a1a9c6e5697a68017c054dfb969200dc28d5c397bb298132b01c5649d505e10"
"temp_horizon_csharp","source","12 Aug 2016","98","24","41.8","4.1","1","4.00","1.00","2.00","36","MdtPackers_CustomUI_GraphicsControl_Test.MdtPackers_CustomUI_GraphicsControl_InitializeComponent_Test()","1","52","3","1.33","1.00","9","5","3","7","0","0","0","0","0","0","0582dc088af29301446970f79c3ef3b1b0fdb951da6aecc043359ee4c2719ce6"
"temp_horizon_csharp","source","12 Aug 2016","282","165","8.9","2.5","1","9.00","4.33","15.00","101","MdtProbesCustomUI_DataGaugeControlTest.MdtProbe_CustomUI_DataGaugeControl_BindDigitalGauges_Test_WithQuartzdyne()","3","115","5","3.22","2.11","13","15","8","21","103","5","0","0","0","0","4edaa99899b415ba5a5b1ec5ebfd1752769eb6faebc6346adc24175f2b26d536"
"temp_horizon_csharp","source","12 Aug 2016","546","335","11.2","0.5","1","19.00","7.11","14.79","26","MdtProbesCustomUI_ValidateRowDataTest.ValidateRowData_CleanupPumpDC_GoodValueOutOfRange()","1","91","4","2.67","1.00","17","37","18","229","34","0","0","0","0","0","8acc31a5914ebb0bfbf099fe04d0ab8653352655a9d88ba517db1039eef2b735"
"temp_horizon_csharp","source","12 Aug 2016","140","53","34.3","0.0","1","6.00","1.83","4.33","54","MdtProbe_CustomUI_ControlTest.SetOilLevel(bool bOilLevelOk, ref PrivateObject privateTestObj)","3","61","3","1.34","1.33","18","9","16","10","0","0","0","0","0","0","83200d29f0ac494d81ce318c1efaadbd7f0a2621000353975295524ce954eba4"
"temp_horizon_csharp","source","12 Aug 2016","98","23","41.8","4.1","1","4.00","1.00","2.00","34","MdtPowerCartridge_CustomUI_Control_Test.MdtPowerCartridge_CustomUI_Control_InitializeComponent_Test()","1","50","3","1.39","1.00","8","5","3","7","0","0","0","0","0","0","b5a0b4ec800c858c7c2c99df69e3c8800d855ee35b6ef1159659ad5ba2f7520a"
"temp_horizon_csharp","source","12 Aug 2016","118","61","11.9","0.0","1","12.00","2.42","2.17","17","MdtPowerCartridge_CustomUI_Utility_Test.PrepareCmd_MDPC_BB_SondeRelayOn_Test()","1","24","2","1.25","1.00","11","24","26","0","0","0","0","0","0","0","f974adac8f24fdde64cebf23c2d08e9ac05780ca19b9bae5ebbc12dc505a8fa6"
"temp_horizon_csharp","source","12 Aug 2016","35","15","45.7","0.0","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","15","0","0","0","0","0","0","0","0","0","604c0036338bfab991f888755572506971e86da25350dec217cd8643145c56be"
"temp_horizon_csharp","source","12 Aug 2016","111","32","36.9","3.6","1","5.00","1.60","3.20","32","MRPCSimulationUI_Test.MRPCSimulationUI_UpdateSondePowerTo50VRatio_Test()","1","48","3","1.78","1.00","7","7","4","14","0","0","0","0","0","0","40c2f4972757eb999a63b4cd6ac733fdc3f20d5dacbd53d5aa48d419f0de073d"
"temp_horizon_csharp","source","12 Aug 2016","96","22","42.7","4.2","1","4.00","1.00","2.00","32","MRPPSimulationUI_Test.MRPPSimulationUI_InitializeComponent_Test()","1","48","3","1.45","1.00","7","5","3","7","0","0","0","0","0","0","45548c0ce414b1d67d03c861d39081ff6386bf3da1064ccfb764ad9bd86ec497"
"temp_horizon_csharp","source","12 Aug 2016","96","22","42.7","4.2","1","4.00","1.00","2.00","32","RSimMasterUI_Test.RSimMasterUI_InitializeComponent_Test()","1","48","3","1.45","1.00","7","5","3","7","0","0","0","0","0","0","393e1d3ec136b76d7b19c0f63c4b14b431bc89d22cf41b18662a054c06ac2399"
"temp_horizon_csharp","source","12 Aug 2016","83","37","22.9","12.0","1","6.00","0.67","2.00","40","Resources.ResourceManager.get()","2","42","4","1.73","1.17","6","14","5","8","4","0","0","0","0","0","17b38a87d199178874600c46669b2acf96d3511bac158cb67403b02a100e1fb5"
"temp_horizon_csharp","source","12 Aug 2016","30","9","43.3","0.0","1","1.00","0.00","1.00","21","Settings.Default.get()","1","21","3","0.89","1.00","4","3","1","1","0","0","0","0","0","0","efb281e9583ee278d923b9cc8202693306311d268eb7713b03aa45788aaaad36"
"temp_horizon_csharp","source","12 Aug 2016","920","617","21.0","3.5","1","13.00","8.00","40.85","164","RSimMasterUI.Dispose( bool disposing )","3","169","4","1.85","1.38","11","75","526","4","1","0","0","0","0","0","bc4bb4303005ac127e4fe6fd16614daa625b7678becf27a9d03699a84e34e9ed"
"temp_horizon_csharp","source","12 Aug 2016","336","146","3.6","7.4","1","14.00","2.86","7.43","113","MdtDataFeedGauge.LoadDomainIcon()","12","161","5","2.48","2.71","11","27","44","25","23","16","0","0","0","0","842a7cac7ddb8ee77f08fdd0618969c36d1cde70178d6c8073b9d9a227b45d7f"
"temp_horizon_csharp","source","12 Aug 2016","114","62","16.7","9.6","1","2.00","6.50","26.00","14","MdtDataFeedGauge.Dispose(bool disposing)","6","18","3","1.87","3.50","2","8","48","4","0","0","0","0","0","0","b6fb57b50bf5a4b8a7f50884d00f5e86c428761793237dda1ab1d4c976d39603"
"temp_horizon_csharp","source","12 Aug 2016","200","63","15.0","0.5","1","14.00","1.00","2.21","130","MdtWidget_FlashCtrlHost.Callback_UnifiedFlashCall( object sender, MdtEventArgs _args)","9","112","4","1.78","2.07","9","15","22","15","2","0","0","0","0","0","bf30bff6cafb3d169d6b3dfba99668cbbfc235aa4bfa1ed1da6da20169d08d06"
"temp_horizon_csharp","source","12 Aug 2016","41","6","36.6","17.1","1","1.00","2.00","3.00","16","MdtWidget_FlashCtrlHost.InitializeComponent()","1","18","2","1.17","1.00","2","1","3","0","0","0","0","0","0","0","9efa66e800c91858e76733ddc18e4c46b0fd4bbf131b092be82630cf0ee54bec"
"temp_horizon_csharp","source","12 Aug 2016","75","27","8.0","12.0","1","4.00","1.75","3.25","29","MdtWidget_GaugeStrip.ShowAllGauges()","3","39","4","1.48","2.50","10","4","6","4","3","0","0","0","0","0","11145d8cb47026ceae68807b70123d629d59e96666bc0541aa3c304cd65753e3"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtWidget_GaugeStrip.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","15a5336cae150db75aff147d7d5e71f1e2a368b05f326b144a4c11b7856cd1d8"
"temp_horizon_csharp","source","12 Aug 2016","233","80","14.6","27.0","1","6.00","2.33","10.33","96","MdtWidget_HMeter.Dispose( bool disposing )","4","107","4","1.69","1.50","11","7","59","2","1","0","0","0","0","0","8fe536909c439a4a6fa71c95c7f5010c3ae92bbc8a0988a0c5db581e6691e8d8"
"temp_horizon_csharp","source","12 Aug 2016","1089","352","10.1","32.0","1","45.00","0.98","5.18","498","MdtWidget_HMeterBase.DataMeterPanel_Paint( object sender, System.Windows.Forms.PaintEventArgs e)","15","645","5","2.34","2.02","13","72","111","109","33","14","0","0","0","0","5ad60945c7b30b6ca1cfba06547db6a0b977c1e9e08af427550cb86ac946ae91"
"temp_horizon_csharp","source","12 Aug 2016","495","232","9.5","7.7","1","30.00","1.43","5.63","108","MdtWidget_InPlaceDialog.Popup( string msgText, int numOfVisibleButton, StringCollection buttonNames, StringCollection buttonToolTips, bool bStandardMessage)","5","125","5","2.23","1.40","9","35","124","38","10","16","0","0","0","0","12670e375a49f84c8b5a1c86cc7be85cf3987020071d891180b59722af63b49a"
"temp_horizon_csharp","source","12 Aug 2016","327","150","2.4","0.0","1","33.00","1.15","3.18","181","MdtWidget_ParameterStrip.SetRowHiddenForGroupOfRows(int lineParameter, bool isMotorModeConstantSpeed, bool isMotorModeConstantPower, int motorMode, int dutyCycle, int motorSpeed, int exitPort)","5","176","3","1.71","1.42","12","33","91","14","0","0","0","0","0","0","f191a7468a55a6b3bd0a2bfc74c375788db2843797514cedc4295f68d0713499"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtWidget_ParameterStrip.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","9d4a3f83eec3dea94dca72bbb118baf0e2d35c00bca607f9a7250f422654fb51"
"temp_horizon_csharp","source","12 Aug 2016","644","279","6.4","6.1","1","59.00","0.42","2.93","590","MdtWidget_StdButtonStrip.OnTimerTick( object sender, System.EventArgs args)","7","606","6","2.05","1.27","8","53","152","56","6","2","2","0","0","0","bb910180f203a9cc63e33e93a09a7cc3c876f071d6b2f4294c9e9ea62cdbb66d"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtWidget_StdCloseButton.MdtWidget_StdCloseButton()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","8bdcd7ce267e46ee062a2bbb809bdac254b87adf51d45975ce1497e380132f9a"
"temp_horizon_csharp","source","12 Aug 2016","50","17","8.0","22.0","1","2.00","1.50","6.00","15","MdtWidget_StdCloseButton.Dispose(bool disposing)","3","19","3","1.65","2.00","2","3","11","1","0","0","0","0","0","0","ffa8fc3e1d9714c72e346a6757f854b0e880a39030c6acc2d826a42685fc1ef0"
"temp_horizon_csharp","source","12 Aug 2016","71","26","8.5","0.0","1","4.00","0.50","3.00","48","MdtWidget_StdMessageStrip.SetTextToolTip(string text, string toolTip)","2","53","3","1.15","1.25","9","5","11","1","0","0","0","0","0","0","8e7d67e0a14f840f65586948f515a0018597e807eab49e9bbf3ac785df9156f2"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtWidget_StdMessageStrip.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","7634e13890f5d472cbb90e7d5549500cfec43fa43edd5a89d018bf0e0f045a65"
"temp_horizon_csharp","source","12 Aug 2016","436","190","8.9","9.2","1","27.00","0.93","4.81","390","MdtWidget_StdToolBar.Callback_ToolBarButtonClick(object sender, System.Windows.Forms.ToolBarButtonClickEventArgs e)","7","79","4","2.16","1.56","8","31","93","38","20","0","0","0","0","0","ba2e931c34e09e23459e94b59a2de1dbfbcd89a39949b16852d13ee537b58948"
"temp_horizon_csharp","source","12 Aug 2016","27","13","14.8","0.0","1","2.00","1.00","1.00","13","MdtWidget_StdToolBarWithCloseButton.OnPaint(PaintEventArgs pe)","1","15","2","0.46","1.00","9","2","2","0","0","0","0","0","0","0","ff1c9fafbb2f475cf33fb41c4ae3a8bb13cba0ba561ab324ce890abad922d88a"
"temp_horizon_csharp","source","12 Aug 2016","61","22","9.8","18.0","1","1.00","4.00","14.00","18","MdtWidget_StdToolBarWithCloseButton.Dispose(bool disposing)","3","22","3","1.59","2.00","2","6","13","1","0","0","0","0","0","0","a0d95eb1881ec9d757d49c39e95b15906269415b2806e9e6b9e3670a5669c070"
"temp_horizon_csharp","source","12 Aug 2016","195","85","15.4","17.4","1","7.00","2.29","9.43","67","MdtWidget_ThinHMeter.Dispose(bool disposing)","4","71","3","1.67","1.43","11","8","64","2","0","0","0","0","0","0","296b508c932f5e1d6bddb67b01e1701f0d2fc752adeff7f21103c10be1192ca0"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtButton.MdtButton()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","600e78706fe37ff5c6770ee203a6140d16b3bacbb7fd035cb5398886850754f2"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtButton.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","a0c6a0ea89706d4787bd711582c9ee103196644cf35a0ea7efa9e642ab5079c3"
"temp_horizon_csharp","source","12 Aug 2016","161","67","13.0","0.0","1","16.00","0.25","2.06","79","MdtWinForm_CalendarEditingControl.EditingControlWantsInputKey( Keys key, bool dataGridViewWantsInputKey)","3","37","5","1.99","1.19","9","15","19","18","4","2","0","0","0","0","dc10aaf82b9225f757bc81583acacdfe979a6f18f1bf07207f6330acdb1564be"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtCheckBox.MdtCheckBox()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","5039bf3f970b893e63d8514d1a1126ed18d1aa7603d98ced5cd66f22a5f7ead9"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtCheckBox.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","6061bd4b3f68d75c0b16a9fc5aa4e8034a087f5e7a157dde0e778d8139d03082"
"temp_horizon_csharp","source","12 Aug 2016","42","19","9.5","0.0","1","3.00","1.00","2.00","25","MdtComboBox.AddItems( StringCollection items )","3","29","3","0.89","1.67","10","3","4","2","0","0","0","0","0","0","8db56120acf9397797750c5413270c6338af90ed560fb5f1f0501ff8e99a7f68"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtComboBox.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","50c052d89ddb575bc9f494c117b8d42c30296079531c94f58c24eff68defca24"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtContextMenu.MdtContextMenu()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","9cbc0a3c34fe4c5cb99a10a45a2805a46cd067cf16a17dd8b11ed01c30762ad6"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtContextMenu.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","51e458bc2e1c6de306dc4a6b460af1721068d6dd51bce50b6e4789c7c4d613ce"
"temp_horizon_csharp","source","12 Aug 2016","68","27","14.7","0.0","1","5.00","0.60","2.00","19","MdtWinForm_DataGridViewCalendarCell.InitializeEditingControl( int rowIndex, object initialFormattedValue, DataGridViewCellStyle dataGridViewCellStyle )","3","29","3","1.33","1.40","9","5","8","5","0","0","0","0","0","0","f9fd63c8bad4539c2871f70f1d3e3bd62ba270b696cc01a5d370f04049f77dcd"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtGroupBox.MdtGroupBox()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","5f35ac944454510521c503de38a1a2fff9da2e1feb4445e4d39a1529de5da487"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtGroupBox.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","705faee529e7706bbcf44f8fc9183960fb8d4a89a03b076a14f722af3375a302"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtLabel.MdtLabel()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","e723bea010ff7107b0e5b0432541d69665abe5d66821336e302b674cab5f15d1"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtLabel.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","03080992ed8208073c428c4b020565dced8a39e330cd29afa7e8a50b571e4fe2"
"temp_horizon_csharp","source","12 Aug 2016","42","19","9.5","0.0","1","3.00","1.00","2.00","25","MdtListBox.AddItems(StringCollection items)","3","29","3","0.89","1.67","10","3","4","2","0","0","0","0","0","0","595cdfa3b7dcddd290a4b0690d84371e0fe8a79f3c6ae8dad2fa13df620a4cdd"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtListBox.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","4df8cdeac57694d5036f2051f9f15b9c353b7ff6ab4211b495ac5727a3361c31"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtMenuItem.MdtMenuItem()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","e90c1328700f5285b45028897219b93b4b6c50cbe64bdc07cd8572b9d37e87c6"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtMenuItem.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","50beea026e6e1fb84759c5dbfd5092f29e5b7b938519f4193339829851178f7c"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtPanel.MdtPanel()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","b27a5a24cc4f9f132354b3a4c00fdf37b12b592b3108024196ba346cba78ebf2"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtPanel.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","7372fb1ec96e2a156fa558663f4e8019263e6f1ab201da383712b30fec1a9c84"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtSplitter.MdtSplitter()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","4a4c1ba0d4e2ea8bb4fd6c7f619cb12ea8a1f0de36dd286c2d48bed96e0b8fa3"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtSplitter.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","9b768f1fe046b6bc702a9b50d428a522121d2e7ab82720995eebf014c3ac10a4"
"temp_horizon_csharp","source","12 Aug 2016","88","37","6.8","1.1","2","2.00","1.75","5.00","36","MdtNumberTextBox.OnTextChanged(EventArgs e)","3","49","4","1.78","2.00","11","5","8","7","6","0","0","0","0","0","86e718ffe9281c2b24f83e95a80bc92b8a84d7268482164b911bfb5ee4a83ea0"
"temp_horizon_csharp","source","12 Aug 2016","84","18","6.0","27.4","2","2.00","1.00","2.00","15","MdtNumberTextBox.Dispose(bool disposing)","3","19","3","1.33","2.00","4","6","6","2","0","0","0","0","0","0","e7a7add8731d5918cdd53fb854716cce28148366221f1f57aba138fb760eb6e6"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtToolBar.MdtToolBar()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","3606c867a30ecfba92151dc9a2e36c7d07092ea5365201cbd752b0a155f2f7ed"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtToolBar.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","c4f0ab5d8bba23784e44ccdaf9f7118906cb723ab94fe2faaf7f12771c48f893"
"temp_horizon_csharp","source","12 Aug 2016","23","11","17.4","0.0","1","1.00","1.00","1.00","14","MdtToolBarButton.MdtToolBarButton()","1","16","2","0.27","1.00","9","1","1","0","0","0","0","0","0","0","c7edd943a573dda165e1a0633e7becd01b491d6d82dc78c2217a83cfbce2c697"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtToolBarButton.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","8686bb4852f822610d46fd05e4916813f5d4e6c939298436671f541dea683248"
"temp_horizon_csharp","source","12 Aug 2016","29","13","13.8","0.0","1","2.00","1.00","1.00","14","MdtToolTip.MdtToolTip(IContainer cont)","1","16","2","0.46","1.00","9","2","2","0","0","0","0","0","0","0","8fa8a69da4738ca76a3fcd2dfcba2e39de3aff1495ba4a7d9896429e25811e4b"
"temp_horizon_csharp","source","12 Aug 2016","42","9","11.9","26.2","1","2.00","1.00","2.00","15","MdtToolTip.Dispose(bool disposing)","3","19","3","1.33","2.00","2","3","3","1","0","0","0","0","0","0","7800b773eb69c0dacb63808ed85ad9d0cc6ede47eca747235b6adbbf4cebe2b9"
