"Project Name","Checkpoint Name","Created On","Lines","Statements","Percent Comment Lines","Percent Documentation Lines","Classes, Interfaces, Structs","Methods per Class","Calls per Method","Statements per Method","Line Number of Most Complex Method*","Name of Most Complex Method*","Maximum Complexity*","Line Number of Deepest Block","Maximum Block Depth","Average Block Depth","Average Complexity*","Statements at block level 0","Statements at block level 1","Statements at block level 2","Statements at block level 3","Statements at block level 4","Statements at block level 5","Statements at block level 6","Statements at block level 7","Statements at block level 8","Statements at block level 9","EnCodedFileName"
"temp_horizon_csharp","source","12 Aug 2016","75","16","5.3","34.7","1","3.00","0.00","1.00","41","SeisTrUltraBoxHelper.SetNumOfGuns(int szNum)","1","43","2","0.63","1.00","9","4","3","0","0","0","0","0","0","0","688988028b07945bb6ef1160b6584b8fb0d43bc4aefb268371c5a3e08d6e4e91"
"temp_horizon_csharp","source","12 Aug 2016","431","141","3.2","27.1","1","22.00","0.59","4.77","247","SeisTrWithAddSensorSourceParamHelper.IsNavDeviceState()","4","258","5","2.20","2.09","10","26","51","38","12","4","0","0","0","0","8c183e440b08c66db4b0aebedda4d7831ae504b9c821d88a5608f0a12cafc31c"
"temp_horizon_csharp","source","12 Aug 2016","223","70","6.3","28.7","1","11.00","0.00","4.18","94","SeisWsamSourceParamHelper.GetFixedPosition(out float azimuth, out float offset, out float depth)","4","169","4","1.97","1.91","9","15","21","19","6","0","0","0","0","0","6f974ca7cc34289a7eef99a6b1e76e196dc38560e47a17c9f06ca0b6297b6628"
"temp_horizon_csharp","source","12 Aug 2016","72","17","69.4","0.0","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","17","0","0","0","0","0","0","0","0","0","faa67401c8067713723030cfdea2cd489c19ce054efe119f61847532b28dfae1"
"temp_horizon_csharp","source","12 Aug 2016","81","34","12.3","13.6","3","1.00","0.00","2.33","54","NavDataPortProperty.NavDataPortProperty(NavDeviceType type)","3","59","3","0.88","1.67","13","14","5","2","0","0","0","0","0","0","e61e132a711adf0a5ea23658e361ddec96ae12438d65e5faf87c4b8f1aff9939"
"temp_horizon_csharp","source","12 Aug 2016","129","40","4.7","24.8","1","9.00","0.00","1.56","81","NavigationAcqParam.GetNavDataPortProperty()","2","86","4","1.58","1.22","7","13","11","8","1","0","0","0","0","0","74e3bf4ffefb2158c03d2638254507c78f54031f730f0b1ecb1ede5d8c98a6f5"
"temp_horizon_csharp","source","12 Aug 2016","46","15","15.2","13.0","1","3.00","0.00","1.00","18","SeismicIDParam.StackNumber.get()","1","31","3","1.00","1.00","7","3","3","2","0","0","0","0","0","0","6c87cfd88bb371c8d639aaf41272f5ba0cd8025c69130dd5558ef833a43f11ee"
"temp_horizon_csharp","source","12 Aug 2016","344","109","7.6","21.5","2","12.50","0.00","2.12","73","SibAcqParam.SibAcqParam(SIBParamType type)","4","79","4","2.12","1.16","9","25","34","26","15","0","0","0","0","0","4a1dacfede74bdbc91cb759c0a53ebf0445be01bcd1137d871a896ce55515329"
"temp_horizon_csharp","source","12 Aug 2016","90","8","13.3","21.1","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","8","0","0","0","0","0","0","0","0","0","55f41e1d995cd365985ae8d33a99a482b2ecf0fba924c28c158c41fd0f8bce04"
"temp_horizon_csharp","source","12 Aug 2016","34","7","11.8","44.1","1","0.00","0.00","0.00","","","0","13","1","0.57","0.00","3","4","0","0","0","0","0","0","0","0","9f58bcb83bcab016ee2b3d416769c6cb46b153e3d229cd9f816b2e50df6a9b76"
"temp_horizon_csharp","source","12 Aug 2016","19","4","21.1","31.6","1","0.00","0.00","0.00","","","0","13","1","0.25","0.00","3","1","0","0","0","0","0","0","0","0","93dc7fefc77df7d5f5e2ff88e9535099b3a7df8ef2d51aad82283a50d27022cd"
"temp_horizon_csharp","source","12 Aug 2016","296","88","5.1","25.3","1","23.00","0.00","1.43","95","TrisorAcqParam.TimeoutForSystemArm.set()","1","121","3","1.80","1.00","7","26","33","22","0","0","0","0","0","0","760a3bb84d6a849bd3ada9c05754cb03d98fb584a260d44b675848cb6ac873f2"
"temp_horizon_csharp","source","12 Aug 2016","329","102","3.6","19.8","1","36.00","0.00","1.08","31","TrWithAddSensorAcqParam.SetTrisorAcqParam(TrisorAcqParam trisorParam)","1","52","3","1.94","1.00","7","24","39","32","0","0","0","0","0","0","9350621ccf4d770cb8943d14d13ac4c9dc6dd824386db3fb59d4f97482610699"
"temp_horizon_csharp","source","12 Aug 2016","338","148","3.0","29.6","1","30.00","0.17","2.73","138","WsamAcqParam.WsamAcqParam(bool bVibroseis)","4","116","3","1.97","1.13","7","31","69","41","0","0","0","0","0","0","33fe25e924effe3d229ce3819fb1c866d8ccccada40fd3713a0a4ad81e1b1495"
"temp_horizon_csharp","source","12 Aug 2016","106","7","3.8","37.7","0","0.00","0.00","0.00","","","0","4","0","0.00","0.00","7","0","0","0","0","0","0","0","0","0","14f5da7faf55385ec2153f2d1c178bf51c3517227be6b72aad598057d7f41e59"
"temp_horizon_csharp","source","12 Aug 2016","243","113","12.8","18.1","1","14.00","1.57","5.71","24","TrisorAcqParamTest.TrisorAcqParamConstructorTest()","1","25","3","1.70","1.00","5","26","80","2","0","0","0","0","0","0","c72706d86d2f16015b3df4476ff789e8b871321f7ea73204c46833d89226e8a6"
"temp_horizon_csharp","source","12 Aug 2016","364","179","8.5","19.5","1","23.00","1.52","5.57","24","TrWithAddSensorAcqParamTest.TrWithAddSensorAcqParamConstructorTest()","1","25","3","1.71","1.00","5","44","128","2","0","0","0","0","0","0","9a39a6744bf4771f6195fb1ae5b20bb2b944bcb5a63702d0f35d74ee3f2b7513"
"temp_horizon_csharp","source","12 Aug 2016","118","37","28.0","16.9","1","6.00","1.67","3.33","24","WsamAcqParamTest.DFS1MsecTest()","1","25","3","1.51","1.00","5","10","20","2","0","0","0","0","0","0","0362636d5ce76a09a267cae8ae4df9954165952fc715eb964d96bcb6e0ccd710"
"temp_horizon_csharp","source","12 Aug 2016","39","15","51.3","0.0","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","15","0","0","0","0","0","0","0","0","0","0f709dc5c6454bef7de1280f491a59f5278dc41c1caf10430128b33c46b9878f"
"temp_horizon_csharp","source","12 Aug 2016","83","34","0.0","0.0","1","13.00","0.00","0.92","16","DummyUnitConverter.RadtoDeg(float v, bool IsThrownException)","1","23","2","1.09","1.00","9","13","12","0","0","0","0","0","0","0","667fd35890caafabc3cf2600fa70757c2f51dcd542b755bd42898b26def412e5"
"temp_horizon_csharp","source","12 Aug 2016","36","15","47.2","0.0","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","15","0","0","0","0","0","0","0","0","0","2b247fe27c6c378f4904051fa1da1bb9f80c084dbad390606a4096cfd28cea11"
"temp_horizon_csharp","source","12 Aug 2016","149","94","0.7","0.0","1","9.00","4.22","7.67","15","ElevationView_UT.SetElevationInfo_StandAlone()","1","17","2","1.67","1.00","6","19","69","0","0","0","0","0","0","0","887141f5cfc1a1e55b34ff40835675453d8e37b38e1f4af2932ef482f27c8161"
"temp_horizon_csharp","source","12 Aug 2016","315","152","8.6","0.0","1","8.00","10.50","15.88","18","GeometrySketchController_UnitTest.CreateGeometrySketchParam_DepthFromDF_UnitMetric()","1","21","2","1.76","1.00","11","14","127","0","0","0","0","0","0","0","b7936b15a88905096cc4569226ef69cdcc640aa11ecee329319eecc8631ffeed"
"temp_horizon_csharp","source","12 Aug 2016","80","36","2.5","5.0","1","5.00","2.40","3.80","48","SibConfigPanel_UT.SetFirstChannelIndex(ushort numOfTrisorChannels)","2","73","4","1.78","1.20","8","7","7","13","1","0","0","0","0","0","583a515625ad54e4feb672b7c17506ff35a31e30621727baa332bca1cf32dea0"
"temp_horizon_csharp","source","12 Aug 2016","157","58","18.5","5.1","1","6.00","5.33","6.50","23","SourcePanelTest.OnSurveyListEvent_EditSurvey()","1","24","3","1.62","1.00","7","10","39","2","0","0","0","0","0","0","4a76e1a2a61cfc6c4adf892b2abc801aaf8b4546673ae3c92acf200efe845599"
"temp_horizon_csharp","source","12 Aug 2016","90","56","6.7","0.0","1","4.00","1.75","11.50","11","SourcePropertySetup_Mock.CreateSIBUnitsList()","1","14","2","1.75","1.00","4","6","46","0","0","0","0","0","0","0","f2fe59e7bbde74094f25f62082e019fb7e4c9c9a15aaf6ddd80a4427605a7650"
"temp_horizon_csharp","source","12 Aug 2016","63","35","0.0","0.0","1","3.00","4.67","6.67","16","SurveyManagerModel_UT.GetNavPortNames()","1","18","2","1.31","1.00","9","6","20","0","0","0","0","0","0","0","0322d2e67d3f72648be36e41f0e990fa7ce573797b21a4bb233b1ccb9d648a31"
"temp_horizon_csharp","source","12 Aug 2016","103","41","5.8","10.7","1","5.00","3.60","5.00","23","TrWithAddSensorSourcePanelTest.ReloadData_NoChange()","1","24","3","1.54","1.00","7","7","25","2","0","0","0","0","0","0","e7e39184e35fc2bd16c79b854a4b2b772474903ef0c50f19a475bffae815e698"
"temp_horizon_csharp","source","12 Aug 2016","91","54","3.3","0.0","1","5.00","9.20","7.00","12","ValidationHelper_UT.ValidateSchema_Error2()","1","14","2","1.52","1.00","7","12","35","0","0","0","0","0","0","0","813fa14f285c539049477f08e9e5bb70b23e3ea1ff5dcd6063d73608db506767"
"temp_horizon_csharp","source","12 Aug 2016","176","106","8.0","0.0","1","6.00","10.50","14.17","17","VsiGeometrySketchDraw_UT.Test_InitElevation_CF()","1","19","2","1.70","1.00","11","10","85","0","0","0","0","0","0","0","fcb47ddd07c139f8c3f58c35a2f3ffaabdd484a4a8fadb655e4c74150a5a1da1"
"temp_horizon_csharp","source","12 Aug 2016","122","92","0.0","0.0","1","5.00","13.20","15.20","11","NavDataDecodingUnitTest.NavFormatAFixDBARTest()","1","13","2","1.76","1.00","6","10","76","0","0","0","0","0","0","0","14e74e7409c88d67830f00bb0f97480ec7d53262113349b2b6adca7df4131d9d"
"temp_horizon_csharp","source","12 Aug 2016","19","11","0.0","0.0","1","1.00","4.00","3.00","11","NavDataPortPropertyUnitTest.NavDataPortPropTestMethod()","1","13","2","0.73","1.00","6","2","3","0","0","0","0","0","0","0","de909b6aa46fe8ff89a2dd468ecabd6f6d95c28825c080bda2885bfe0d78fca7"
"temp_horizon_csharp","source","12 Aug 2016","42","26","0.0","0.0","1","1.00","14.00","16.00","11","NavMonitorMediatorTest.NavDisplayType_Equals_Test()","1","13","2","1.38","1.00","6","4","16","0","0","0","0","0","0","0","8d0fbef98a71a49b59e2ba4ddf088a2920e2c32507f55332711e31285c17ee52"
"temp_horizon_csharp","source","12 Aug 2016","115","89","0.0","0.0","1","4.00","20.00","18.75","11","NavMsgUnitTest.CreateNavMsgToStringTest()","1","13","2","1.78","1.00","6","8","75","0","0","0","0","0","0","0","645ea77ab8188ccd88e85e68b148b4b541e8e9f1c56229142cb74289fa29c5ae"
"temp_horizon_csharp","source","12 Aug 2016","646","428","8.2","0.0","1","22.00","21.91","17.73","25","SeisProjectAccessUtil_UnitTest.CreateParameterGroup(string[] paramNames)","2","31","3","1.90","1.05","9","29","386","4","0","0","0","0","0","0","65aac697cec42569a6fb07d8850c712ae04ef05b5f3ed0ac5a51d2358efb3afa"
"temp_horizon_csharp","source","12 Aug 2016","260","129","3.8","0.0","1","6.00","5.83","18.00","56","VsiGeometrySketchFile_UnitTest.ConvertToVsiDepthFrom(string szDepthForm)","8","62","4","1.98","2.33","11","10","90","6","12","0","0","0","0","0","7d0577fba00465f85d9efa44f64b3a5a3b2da27d4f52b710d3d769a5defe0c68"
"temp_horizon_csharp","source","12 Aug 2016","40","16","50.0","0.0","0","0.00","0.00","0.00","","","0","1","0","0.00","0.00","16","0","0","0","0","0","0","0","0","0","b29a65e013950f4698f6dff753de28596b7e26744b8eb64f0f2ad82fecb424a2"
"temp_horizon_csharp","source","12 Aug 2016","146","88","6.8","0.0","1","5.00","5.40","14.40","29","ElevationController.UpdateView()","6","39","5","2.94","3.40","6","10","18","23","11","20","0","0","0","0","8bf3997c08541c564914be837cf3bb030d903fbd5ad66fd7846a615505f329e2"
"temp_horizon_csharp","source","12 Aug 2016","198","85","10.6","0.0","1","27.00","0.00","0.96","23","ElevationInfo.NameOfPDAT.set()","1","31","3","1.85","1.00","6","27","26","26","0","0","0","0","0","0","4186d2265224d4d760e860e5786b637d24f30680b05aa0c4a80f74000335c560"
"temp_horizon_csharp","source","12 Aug 2016","283","132","3.9","0.0","1","24.00","1.83","4.13","145","ElevationView.GetAPDValue(string szLMF, ElevationInfo info)","6","124","4","2.00","1.96","4","26","69","32","1","0","0","0","0","0","e0ee06762c24b7ba680e278a79eabe48a675448bc458004427e0c3d8ac20a81e"
"temp_horizon_csharp","source","12 Aug 2016","556","400","20.9","2.0","1","2.00","28.50","179.00","14","ElevationView.Dispose(bool disposing)","3","18","3","1.89","2.00","2","40","357","1","0","0","0","0","0","0","59beba79a9de5442b15b184d5bb0636e4e12641896f69f1e795aca8c538a5c32"
"temp_horizon_csharp","source","12 Aug 2016","82","24","7.3","14.6","1","4.00","1.75","3.25","42","GeometrySketchControl.UpdateGeometrySketch(VsiGeometrySketchParam param, bool bElevationOnly)","5","46","3","1.54","2.25","5","6","8","5","0","0","0","0","0","0","7d6a096dbecd1959d373fae7bcafe56f6d1de6d6a77c44ac5ac797a0cc94faa9"
"temp_horizon_csharp","source","12 Aug 2016","59","20","15.3","18.6","1","2.00","2.50","7.50","14","GeometrySketchControl.Dispose(bool disposing)","5","18","3","1.75","3.00","2","3","13","2","0","0","0","0","0","0","2bdd39d551f6425cda22531918934b9893b2ee5a5c992680d9ca95255937c073"
"temp_horizon_csharp","source","12 Aug 2016","398","209","6.3","0.0","1","11.00","4.18","17.00","62","GeometrySketchController.CreateGeometrySketchParam(GeometryInformation geometryInfo, SourceProperty sourceProperty, NavigationProperty navProperty, IUnitConvertor converter, string szDisplayUnit)","23","233","9+","3.49","6.82","7","15","32","61","52","18","9","6","7","2","e1b2ee6f617b47205a275ff67394b629d37dfbd1fbb34097c79c8c599095b54d"
"temp_horizon_csharp","source","12 Aug 2016","28","14","14.3","0.0","1","2.00","1.00","1.00","14","GeometrySketchView.SetGeometrySketchParam(VsiGeometrySketchParam param)","1","16","2","0.43","1.00","10","2","2","0","0","0","0","0","0","0","8957a464089e8867a1d9077a074129a9c76c82e20f5404bf7a9448fc00a86a29"
"temp_horizon_csharp","source","12 Aug 2016","84","39","15.5","13.1","1","2.00","4.00","16.00","14","GeometrySketchView.Dispose(bool disposing)","3","18","3","1.79","2.00","2","5","31","1","0","0","0","0","0","0","efc788048fd42c34366359bb60938373dadfafb42d9504e71960c0015d86be56"
"temp_horizon_csharp","source","12 Aug 2016","124","39","9.7","26.6","1","9.00","0.22","1.44","38","SeismicJobInfo.GetFileNumber()","1","69","3","1.51","1.00","3","18","13","5","0","0","0","0","0","0","fe480381d2faeadecaf52176dc102caf45b995ff4d7b7c4866d60ae45e77a21e"
"temp_horizon_csharp","source","12 Aug 2016","445","183","6.7","10.8","1","25.00","2.64","5.80","360","SeismicJobSelectCrl.SeismicJobGridDataBound_PrepareViewStyleInfo(object sender, GridPrepareViewStyleInfoEventArgs e)","12","302","5","2.27","2.32","8","30","83","36","18","8","0","0","0","0","572073dd4d4cf2f37dcbaadc24ffbf479d072e57f3c6c19f89023fa90d514921"
"temp_horizon_csharp","source","12 Aug 2016","102","59","11.8","10.8","1","2.00","2.50","26.50","14","SeismicJobSelectCrl.Dispose(bool disposing)","3","18","3","1.88","2.00","2","4","52","1","0","0","0","0","0","0","c2c2c4d6e8c7114fb50dd271e3046052f1009228585933aed30677e041bfbe65"
"temp_horizon_csharp","source","12 Aug 2016","111","48","5.4","0.0","1","10.00","0.80","1.90","37","SeismicJobService.FailedRequest(string szJob)","2","41","3","1.35","1.80","10","19","11","8","0","0","0","0","0","0","478f56f5e8e91fd6c97da90ac2f4184761d6cd6b35c885e8f586bcf6bb753c06"
"temp_horizon_csharp","source","12 Aug 2016","175","51","16.0","24.6","2","3.00","1.83","5.00","144","FixMsgAnnoationManager.verifyAddFixMsg(int index_to_verify)","8","114","5","1.96","2.83","6","14","16","7","7","1","0","0","0","0","0119f0d15f1a6537db23d85d7c373c99908ee80711470f0cbb42195d7271358d"
"temp_horizon_csharp","source","12 Aug 2016","1009","362","17.9","7.1","3","9.67","2.76","10.17","357","RGBtoHSL.HSLtoRGB(HSLColor colrHSL)","13","951","6","2.72","4.03","11","43","126","81","66","29","6","0","0","0","e565935729964576b32691b8d06ccaf1d4d95584b937aa48da12cdc7dc7b05b9"
"temp_horizon_csharp","source","12 Aug 2016","347","112","14.4","22.2","3","4.33","2.31","6.00","202","NavChartData.SetDistanceOffLine(bool bRegular, long nd, long na, string strPortName, out bool isNewPort)","11","92","4","2.00","3.00","9","25","47","19","12","0","0","0","0","0","0406520ef8fc1aab15f5181f9f1955fd52583a8ed2d9d91d19b0894cb35deda8"
"temp_horizon_csharp","source","12 Aug 2016","158","44","22.2","22.2","1","5.00","2.00","5.80","117","PeViewExtentControl.applyExtentToGrid(bool union, string id)","6","98","4","1.93","3.40","6","9","14","12","3","0","0","0","0","0","7275fa2ab5db2bbf07aedac11b33dffb4e3987b969f2a73b69f1e88d87abc59b"
"temp_horizon_csharp","source","12 Aug 2016","161","51","21.1","20.5","1","6.00","1.00","5.67","106","PeZoomControl.zoom(double magnification)","3","110","3","1.63","1.33","8","9","28","6","0","0","0","0","0","0","7c024c2ae571e462d47836f9382c8ca1c8933ebbd50cd081614de1e51fbe16a3"
"temp_horizon_csharp","source","12 Aug 2016","504","279","1.2","1.8","1","17.00","4.71","14.76","364","SensorPositionController.SetTrInstallation(List<SensorPositionInfo> sensorPosList, string szDepthFrom, float fElevation, IUnitConvertor converter, string szDisplayUnit, TrInstallation[] trInstallations)","9","292","7","3.16","5.82","6","22","62","89","65","7","22","6","0","0","f6e3b444af6377272d0afbe2d257c7703f27bae2e3c5386a89aaed621e8f488f"
"temp_horizon_csharp","source","12 Aug 2016","111","41","5.4","0.0","1","13.00","0.00","1.00","16","SensorPositionInfo.Depth.get()","1","24","3","1.85","1.00","3","13","12","13","0","0","0","0","0","0","f36b335da4b8b11da3827059686aa78ddd13a97c56387f1636524c3157bfbeb4"
"temp_horizon_csharp","source","12 Aug 2016","88","44","5.7","0.0","1","7.00","0.86","3.29","72","SensorPositionView.SensorPositionInfoBindingSource_CurrentItemChanged(object sender, EventArgs e)","4","33","3","1.45","1.71","10","10","18","6","0","0","0","0","0","0","297c022003e8fb1c8a4b8729d902e7cb2d76b770ed9d997368df3b63f5568811"
"temp_horizon_csharp","source","12 Aug 2016","197","128","15.7","5.6","1","2.00","6.50","57.50","14","SensorPositionView.Dispose(bool disposing)","3","18","3","1.89","2.00","2","11","114","1","0","0","0","0","0","0","7ec459cfe16fda0221b596d1123addff4e173aaddfb9ae736e7309c3a9797da8"
"temp_horizon_csharp","source","12 Aug 2016","219","100","10.0","0.0","1","7.00","5.86","11.71","134","FixSourcePositionController.CreateDepthReference(GeometryInformation geoInfo)","13","102","5","2.54","5.71","6","12","29","34","13","6","0","0","0","0","689ff6c49c625aaad09018132bc8ad69b699d8b2679bc6628bcd6b9adae1bb99"
"temp_horizon_csharp","source","12 Aug 2016","181","85","5.0","0.0","1","14.00","1.29","3.93","63","FixSourcePositionView.SourceOffsetTextBox_TextChanged(object sender, EventArgs e)","4","124","5","1.95","2.43","10","18","31","19","6","1","0","0","0","0","ac3d575ded8739a4a9bedf46306e05c8e2da7dc319bf5efc3e9ab2719661c341"
"temp_horizon_csharp","source","12 Aug 2016","232","154","21.1","4.7","1","2.00","13.00","67.50","14","FixSourcePositionView.Dispose(bool disposing)","3","18","3","1.87","2.00","2","17","134","1","0","0","0","0","0","0","841de7ef32523b4dc679b06dc2bfca28df542fd987c6710d0a25349f4052ce19"
"temp_horizon_csharp","source","12 Aug 2016","94","37","8.5","0.0","1","11.00","0.00","0.91","16","SourcePositionInfo.Offset.set()","1","23","3","1.65","1.00","6","11","10","10","0","0","0","0","0","0","201f398e938925019a7f20fca8d843f824ab6e835ea3c7b802e9d3cf5f607464"
"temp_horizon_csharp","source","12 Aug 2016","1272","550","13.8","5.9","2","28.50","4.21","8.18","1026","AcquisitionPanel.DownholeListeningTimeTextBox_Validated(object sender, EventArgs e)","10","1057","8","2.41","2.51","8","66","304","94","45","15","13","3","2","0","c9339bbba45568afa72f266021253667f91ce97879e1fd7830a378a5ef75188e"
"temp_horizon_csharp","source","12 Aug 2016","550","408","20.4","2.0","1","2.00","30.00","184.50","14","AcquisitionPanel.Dispose(bool disposing)","3","18","3","1.90","2.00","2","37","368","1","0","0","0","0","0","0","50f114419ba0a04bdb0dcb4b8c93780198b5ac6b617a81dee18d0fb90c988f52"
