File,CID,Severity,Checker,Status
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_SRDTTCorrection.cs,30485,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_DownholeTimePick.cs,30486,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_DownholeTimePick.cs,30487,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_KamataTransform.cs,30488,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_AdaptiveFilter.cs,30489,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_CrossCorrelation.cs,30491,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_CrossCorrelation.cs,30492,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_PhaseConversion.cs,30500,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_KamataTransform.cs,30501,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_AdaptiveFilter.cs,30502,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_PhaseConversion.cs,30504,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_VibroCrossCorrelation.cs,30506,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_LoadLDF.cs,30511,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_LoadLDF.cs,30512,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_LoadLDF.cs,30513,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_LoadLdfFromAcquisition.cs,30515,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_LoadLdfFromAcquisition.cs,30516,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_VelocityAnalysis.cs,30521,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSI/RealTimeProcessModules/DS_LoadAcquisitionDataSet.cs,30523,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_DCRemoval.cs,30528,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/VSI/Simulation/AcqSimulator/VsiLdfLoader.cpp,30542,Minor,SIZEOF_MISMATCH,Dismissed
/Maxwell/Main/HzApplications/DnM_Common/ARC/ArcWizard/ArcWzEntryModule.cpp,30592,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzApplications/DnM_Common/ARC/ArcWizard/ArcWzEntryModule.cpp,30593,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzApplications/NEXT/Common/NEXT_HtmlUtil.cpp,30605,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzWafe/FrontEnd/Common/clnt/FrontEndCommonServiceAdaptor.h,30635,Unspecified,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtPVT/gTest/Unit Test/MdtPvtPTSSimModule_UnitTest.cpp,30639,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtPVT/gTest/Unit Test/MdtPvtValveSimModule_UnitTest.cpp,30640,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtHydraulic/Common/Simulation/MdtSimModule_Hydraulic.cpp,30727,Unspecified,CONSTANT_EXPRESSION_RESULT,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtPVT/gTest/Unit Test/MdtPvtPTSAcqModule_UnitTest.cpp,30732,Unspecified,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtPVT/gTest/Unit Test/MdtPvtValveAcqModule_UnitTest.cpp,31407,Unspecified,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtPVT/ToolControl/MdtPvtMasterControllerSeqModule_Reinitialize.h,31408,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzGraphics/LogGraphics/LGCurveCatalog/CurveCatalog.cpp,31428,Minor,CHECKED_RETURN,Dismissed
/Maxwell/Main/HzFramework/Acquisition/Common/AcqUtility.cpp,31471,Unspecified,FORWARD_NULL,Dismissed
/Maxwell/Main/HzFramework/Acquisition/Common/AcqUtility.cpp,31472,Unspecified,FORWARD_NULL,Dismissed
/Maxwell/Main/HzApplications/Sonic/Fada/Fada/SonicAcquisitionCondition.cpp,31473,Unspecified,FORWARD_NULL,Dismissed
/Program Files (x86)/Microsoft Visual Studio 12.0/VC/include/xmemory,31489,Unspecified,UNCAUGHT_EXCEPT,New
/Maxwell/Main/HzFwkUtils/SimWCP2/WDLFile.cpp,31523,Minor,ARRAY_VS_SINGLETON,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/WDLFile.cpp,31524,Minor,CHECKED_RETURN,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/WDLFile.cpp,31525,Minor,CHECKED_RETURN,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/SpoolingArm.cpp,31543,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/TextEntryDlg.cpp,31544,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/SimWCP2Dlg.cpp,31549,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/SimWCP2Dlg.cpp,31550,Unspecified,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/SimWCP2Dlg.cpp,31551,Unspecified,REVERSE_INULL,Dismissed
/Maxwell/Main/HzFwkUtils/SimWCP2/SimWCP2Dlg.cpp,31553,Minor,UNCAUGHT_EXCEPT,Dismissed
/Maxwell/Main/HzFramework/Execution/ExecutionManager/ExecutionMgr.cpp,31617,Unspecified,RESOURCE_LEAK,Dismissed
/Program Files (x86)/Microsoft Visual Studio 12.0/VC/atlmfc/include/atlcomcli.h,31706,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/Tractors/XTRAB/Common/ToolStringParser.cpp,31727,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/Tractors/XTRAB/Common/XTRAB_Utility.cpp,31808,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/Tractors/PSTTS/Common/PSTTS_Utility.cpp,31821,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/TALN/FTWT/Equipment/FttcTool.h,31934,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/ESDA/Equipment/ESDAB_Tool.cpp,31935,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/ESDA/Equipment/ESDAA_Tool.cpp,31936,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/DVDxT200/DVDxT200UnitTest_GTest/DVDxT200_475ToolDescriptionUnitTest.cpp,32009,Minor,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/DVDxT200/DVDxT200UnitTest_GTest/DVDxT200_675ToolDescriptionUnitTest.cpp,32011,Minor,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/Tractors/xtra/XCCL/XCCL_A.cpp,32025,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/TALN/FTWT/Equipment/FttcTool.h,32033,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/ESDA/Equipment/ESDAB_Tool.cpp,32034,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzApplications/ESDA/Equipment/ESDAA_Tool.cpp,32055,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzProductsAPI/BaseImpl/ViewServerImpl2.h,32096,Minor,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzProductsAPI/BaseImpl/ViewServerImpl2.h,32097,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzGraphics/LogGraphics/LGCore/Include/LgWrappers.cpp,32126,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzFramework/Execution/TaskRunManagers/CaliTaskRunManager.cpp,32153,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/Common/Acquisition/PSPRAcqModuleImpl.h,32183,Minor,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzProducts/UIServers/SlbRunManagerUIServer.cpp,32204,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzFramework/Execution/TaskRunManagers/ToolControlTaskRunManagerBase.cpp,32207,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzFramework/Execution/TaskRunManagers/CaliTaskRunManager.cpp,32210,Unspecified,COM.ADDROF_LEAK,Dismissed
/Maxwell/Main/HzApplications/TALN/MasterController/Simulation/MasterControllerSimBusMasterBase.cpp,32304,Unspecified,COM.ADDROF_LEAK,New
/Maxwell/Main/HzFwkUtils/XmlLiteHelper/gTest/XmlLiteReaderTest.cpp,33664,Unspecified,CHECKED_RETURN,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/SCMT/Simulation/ScmtSimModuleImpl.cpp,33675,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/SCMT/Simulation/ScmtSimModuleImpl.cpp,33676,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/PMIT/PMIT_ApplicationSettings.cpp,33680,Minor,MISSING_RETURN,Dismissed
/Maxwell/Main/HzApplications/Seismic/VSI/AcqLibrary/TimeManagement/VsiPhaseOffsetEst.cpp,33693,Minor,OVERFLOW_BEFORE_WIDEN,Dismissed
/Maxwell/Main/AppCore/Sonic/cs_sonic/rayprof_proc.cc,33707,Unspecified,SWAPPED_ARGUMENTS,Dismissed
/Maxwell/Main/HzApplications/MAST/Computation/Twist/MAST_DfModuleTwist.cpp,33734,Minor,SWAPPED_ARGUMENTS,Dismissed
/Maxwell/Main/HzApplications/Isonic/Common/CstcWaveformUtil.cpp,33745,Minor,SWAPPED_ARGUMENTS,Dismissed
/Maxwell/Main/HzApplications/PERFO/AS_ERS/Acquisition/AS_ERS_Release_AcqModule.cpp,33770,Unspecified,UNCAUGHT_EXCEPT,Dismissed
/Maxwell/Main/HzApplications/FT/Sensors/Optics/Acquisition/OpticsDHMemoryAcqModuleBase.h,33787,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Simulation/FtpoSimEngine.h,33793,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/FT/Sensors/ResistivityCell/Acquisition/ResistivityCellAcqModuleBase.h,33798,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/FT/Sensors/Optics/Calibration/OpticsSeqModule_ReadFromToolBase.h,33825,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Simulation/FtpoSimEngine.h,33846,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/TALN/TNPC/ToolControl/TnpcSeqModuleBase.h,33860,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/FT/Sensors/ResistivityCell/Simulation/ResistivityCellSimModuleBase.h,33865,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Computation/FtpoDfModuleBase.h,33866,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_LVDT5_COPAccumModule.cpp,33875,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzFramework/Common/ToolString/ToolStringHandler/InlineElementContainer.cpp,33883,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,33890,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/FT/Sensors/Optics/Calibration/OpticsSeqModule_DHMemoryBase.h,33892,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/AppCore/Sonic/cs_sonic/hefmd.cpp,33899,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/AppCore/Interpolation/Spline3D/Source/Wm5BSplineBasis.cpp,33910,Unspecified,UNUSED_VALUE,New
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,33927,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/ToolControl/FtpoSeqModuleMonitor.cpp,33931,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/AppCore/Interpolation/Spline3D/Source/Wm5BSplineBasis.cpp,33944,Unspecified,UNUSED_VALUE,New
/Maxwell/Main/HzFwkUtils/XmlLiteHelper/XmlLiteHelper.cpp,33954,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Computation/FtpoLogAnnotatorDfModule.cpp,33971,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/AppCore/Sonic/cs_sonic/mast_mcal.cpp,33974,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Simulation/FtpoCartridgeSimModules.cpp,33983,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/TALN/FTQP/ToolControl/FtFspSyncPumping.cpp,33985,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/TALN/FTPO/ToolControl/FtpoSeqModuleBase.cpp,33987,Unspecified,UNUSED_VALUE,New
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_LVDT5_CPWAccumModule.cpp,33990,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzProducts/UIServers/TnDDeleteConciseDetailHelper.cpp,34000,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,34004,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_LVDT5AccumTask.cpp,34022,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_OBP_AssetMemoryTask.cpp,34023,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_LVDT5_CCSAccumModule.cpp,34038,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzFramework/Acquisition/TimeFrameFile/Frame.cpp,34039,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,34044,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,34057,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/PPC/BER/PPC_TORDataArchiveTask.cpp,34060,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzFramework/Acquisition/TimeFrameFile/Frame.cpp,34061,Unspecified,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Simulation/FtpoCartridgeSimModules.cpp,34064,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_OBPTask.cpp,34074,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/MDT/MdtEyes/MIFA/Computation/MdtMifaBerFormatter.cpp,34082,Minor,UNUSED_VALUE,Dismissed
/Maxwell/Main/HzApplications/TALN/FTPO/Simulation/FtpoCartridgeSimModules.cpp,34085,Unspecified,UNINIT_CTOR,New
/Maxwell/Main/HzApplications/PPC/Calibration/PPC_AssetMemoryReadTask.cpp,34093,Minor,UNINIT_CTOR,Dismissed
/Maxwell/Main/HzApplications/Seismic/BHSeismic/Processing/VSP/ProcessModules/DC_3CPolarization.cs,34456,Minor,RESOURCE_LEAK,Dismissed
/Maxwell/Main/HzApplications/Seismic/VSI/Shared/Utils/SeisProjectAccessUtil/VsiStackSummaryLog.cs,34459,Minor,RESOURCE_LEAK,Dismissed
/Program Files (x86)/Microsoft Visual Studio 12.0/VC/include/xtree,35211,Unspecified,CONSTANT_EXPRESSION_RESULT,Dismissed
/Maxwell/Main/HzProducts/Viewers/XYZViewer/Viewer/RecomputeXYZViewerUIP.cs,35398,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/CustomUIBase/CustomUIBase.cs,35404,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/Gauges/DataGaugeControls2/Types/FwkDigitalGaugeRigFloor.cs,35406,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzApplications/DSLT/DSLT_WaveformViewer/DSLT_TM.cs,35410,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/Gauges/DataGaugeControls2/Types/FwkDigitalGauge.cs,35411,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/XYZViewer/DCXyzComponentViewerUI.cs,35412,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/DnIInits/View/DnIInitsUIP.UI.cs,35415,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/LocalComputationManager/LocalComputationManager/View/RichTextBoxEx.cs,35416,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzApplications/DVDxT200/DVDxT200IntegrationGTestAutoTest/DVDxT200_ToolUnitTestBase.cpp,35418,Unspecified,CHECKED_RETURN,New
/Maxwell/Main/HzProducts/Managers/EquipmentMgr/EquipmentManagerUI/EquipmentManager.cs,35419,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Editors/RecordedMode/CaliAndParaSelectUI.cs,35421,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ToolSelection/ToolSelectionCustomized.cs,35422,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/HSPMStatusMonitor/SlbHSPMStatusMonitorUI.cs,35423,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/WriterPDS/MWtoPDSFramework/OriginInformation.cs,35425,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/LocalComputationManager/LocalComputationManager/View/RichTextBoxEx.cs,35429,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/HSPMStatusMonitor/SlbHSPMStatusMonitorUI.cs,35430,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/RigFloorConsole/Viewer/LcrtUIP.cs,35431,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/LogViewer/MultiInstance/DCLogStopAboveInfo.cs,35434,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/EquipmentMgr/ToolStringValidationUIP/ToolStringValidationUIP.cs,35436,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/DnIInits/View/Dni.cs,35438,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzApplications/SSLT/UI/Simulation/SSLT_UI_Simulation.cs,35443,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ConsoleMgr/ConsoleMgrUI/ConsoleMgrUI.cs,35445,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/RunManager/RunManagerUI/RunManager.cs,35447,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzApplications/Common/SharedUIComp/PerfoUIComponents/Controls/PictureBoxScrollable.cs,35451,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Controls/GenericTaskUIP/GenericUILoader.cs,35452,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/EquipPicViewer/SlbEquipPicViewer.cs,35453,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ConsoleMgr/LauncherUI/LauncherUI.cs,35454,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/LogViewer/MultiInstance/DCLogMultiInstanceInfo.cs,35456,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ParameterAccessLayer/GenericEditorUIP.cs,35460,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/SummaryRecordViewer/SlbSummaryRecordViewerUIP/SummaryRecordViewerUIP.cs,35464,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Editors/RecordedMode/RecModeUIP.cs,35468,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/EquipmentMgr/EquipmentManagerUI/EquipmentManager.cs,35469,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/CustomReport/SlbCustomReportFactory.cs,35470,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/ToolfaceMonitorViewer/Viewer/ToolfaceMonitorViewerUIP.cs,35472,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ConsoleMgr/ConsoleMgrUI/ConsoleMgrUI.cs,35473,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ConsoleMgr/LauncherUI/LauncherUI.cs,35477,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/RigFloorConsole/Viewer/RFCMenuUIP.cs,35478,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/RunManager/RunManagerUI/RunManager.cs,35480,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/LogViewer/Viewer/LabelExt.cs,35481,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ConsoleMgr/LauncherUI/LauncherUI.cs,35484,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ParameterAccessLayer/ZoningLayout.cs,35487,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Editors/RecordedMode/RecModeUIP.cs,35488,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/CalibrationManager/UIP/CalibrationPage.cs,35489,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/RigFloorConsole/Viewer/UIBaseHost.cs,35492,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/SurveyMonitor/Viewer/SurveyMonitorUIP.cs,35495,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Editors/RecordedMode/CaliAndParaSelectUI.cs,35500,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzApplications/ThruBit/UI/Views/ViewBase.cs,35501,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/Deliverables/DCManager/DCManagerUI.cs,35504,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ParameterAccessLayer/GenericEditorUIP.cs,35506,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/DataBasedAlarms/AlarmsManagerUI/AlarmsManagerUI.cs,35509,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/XYZViewer/MultiInstance/DCXyzMultiInstanceInfo.cs,35511,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Viewers/HSPMStatusMonitor/SlbHSPMStatusMonitorUI.cs,35520,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/ParameterAccessLayer/ZoningLayout.cs,35521,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/FTLImportExportManager/FTLTreeView.cs,35522,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/Deliverables/DCManager/DCManagerUI.cs,35523,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Managers/EquipmentMgr/EquipmentManagerUI/EquipmentManager.cs,35524,Minor,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/Editors/DepthShift/GraphicalDisplay.cs,35530,Unspecified,CALL_SUPER,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/LogComponents/CompactAE/Controllers/IndexGridController.cs,35538,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzProducts/Viewers/GraphicalComposition/GCViewer/GCContext.cs,35546,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzApplications/PERFO/PerfoTools/PerfoUIP/PerfoToolBar.cs,35551,Minor,COPY_PASTE_ERROR,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/CustomReport/SlbCustomParameterTable.cs,35558,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzGraphics/WaveformViewer/WvGraphics/DotNETSliderCtrlImpl.cs,35569,Minor,CONSTANT_EXPRESSION_RESULT,Dismissed
/Maxwell/Main/HzProducts/Managers/Deliverables/DCManager/DCFormatEditorHostUI.cs,35570,Unspecified,FORWARD_NULL,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/LogViewer/DCLogComponentProperty.cs,35574,Unspecified,COPY_PASTE_ERROR,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/SCMT/PSP_SCMT_WaveformViewer/SCMT_TM.cs,35575,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzProducts/Managers/LocalComputationManager/AutoTest/PresentererTest.cs,35636,Major,FORWARD_NULL,Dismissed
/Maxwell/Main/HzGraphics/LogGraphics/LGCore/Tests/FormatContext/LgCurveShadingTest.cs,35657,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzProductsAPI/UIFramework/Console/ConsoleMenuToolbarMgr.cs,35660,Unspecified,FORWARD_NULL,Dismissed
/Maxwell/Main/HzApplications/PSP_PL/SCMT/PSP_SCMT_WaveformViewer/SCMT_TM.cs,35672,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzProducts/Viewers/Deliverables/LogViewer/DCLogComponentViewerUI.cs,35673,Minor,FORWARD_NULL,Dismissed
/Maxwell/Main/HzProducts/GenericComponents/CustomReport/SlbCustomParameterTable.cs,35677,Minor,DEADCODE,Dismissed
/Maxwell/Main/HzProductsAPI/UIFramework/Console/Console.cs,35680,Unspecified,COPY_PASTE_ERROR,Dismissed
